taxonomy_id	name	rank	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
1428657	Intrasporangium flavum	species	0	0	0	1	0
1949086	Salinicola sp. CR57	species	0	0	0	1	0
1775471	Spongiivirga	genus	0	0	0	3	0
291169	Methylophaga muralis	species	0	0	0	1	0
3154557	Nocardia sp. NPDC004860	species	0	0	0	1	0
3154624	Nonomuraea sp. NPDC048892	species	0	0	0	1	0
3035920	Arthrobacter burdickii	species	0	0	0	4	0
3115352	Candidatus Rickettsia kedanie	species	0	0	0	1	0
3240871	Falsihalocynthiibacter sp. BN13B15	species	0	0	0	1	0
2921598	Exiguobacterium sp. FSL W8-0210	species	0	0	0	1	0
2292920	Bacteroides sp. AF18-33	species	0	0	0	1	0
217	Helicobacter mustelae	species	0	0	0	1	1
1872416	Agreia sp.	species	0	0	0	2	0
2518119	Halorubrum sp. SS7	species	0	0	0	2	0
155976	Actinokineospora auranticolor	species	0	0	0	1	3
1844095	Pseudomonas sp. 24 E 13	species	0	0	0	1	16
3365701	Streptomyces sp. NPDC053427	species	0	0	0	1	0
3346912	Streptomyces sp. NPDC059697	species	0	0	0	1	0
2202822	Kosakonia sp. MH5	species	0	0	0	1	1
1002116	Pigmentiphaga sp. D-2	species	0	0	0	1	0
2749067	Gardnerella sp. DNF01199S	species	0	0	0	1	0
1850366	Paenibacillus rhizophilus	species	0	0	0	1	0
1736260	Methylobacterium sp. Leaf117	species	0	0	0	1	0
3055784	Bacillus sp. LR_5	species	0	0	0	1	1
2876551	Sphingomonas sp. Leaf205	species	0	0	0	1	1
3118174	Rossellomorea sp. y25	species	0	0	0	2	0
3155382	Streptomyces sp. NPDC047968	species	0	0	0	2	0
2871702	Rhodococcus sp. BH5	species	0	0	0	2	0
1381558	Sphaerisporangium rufum	species	0	0	0	1	0
3154916	Streptomyces sp. NPDC046371	species	0	0	0	1	0
1266912	Thioalkalivibrio sp. ALMg9	species	0	0	0	1	0
3111516	Stenotrophomonas maltophilia group sp. CASM56	species	0	0	0	1	12
3038548	Mesorhizobium sp. WSM4962	species	0	0	0	1	0
2912793	Shewanella sp. SM21	species	0	0	0	1	27
1203393	Novacetimonas maltaceti	species	0	0	0	1	0
3405135	Rhizobium sp. 12,4	species	0	0	0	1	0
3042029	Pseudomonas svalbardensis	species	0	0	0	1	10
2495887	Nonomuraea basaltis	species	0	0	0	1	0
2774055	Kluyvera genomosp. 3	species	0	0	0	1	3
3035192	Microbacterium sp. APC 3901	species	0	0	0	2	0
1514894	Acetobacter sp. DsW_063	species	0	0	0	1	0
3364384	Paenarthrobacter sp. NPDC091669	species	0	0	0	2	0
2745873	Deinococcus sp. 6GRE01	species	0	0	0	3	0
2775284	Pseudomonas sp. CFBP 8772	species	0	0	0	1	0
673379	Actinopolyspora alba	species	0	0	0	1	0
3155917	Arthrobacter sp. NPDC080086	species	0	0	0	2	1
2952885	Albibacterium sp.	species	0	0	0	2	0
50740	Chromohalobacter sp.	species	0	0	0	1	0
1638263	Thermococcus sp. MAR1	species	0	0	0	1	0
3157045	Nonomuraea sp. NPDC005650	species	0	0	0	1	0
3040322	Rhodococcus sp. MEB032	species	0	0	0	2	0
3003658	Streptococcus sp. 27098_8_76	species	0	0	0	2	0
3141184	Faecalibacterium sp. i21-0019-B1	species	0	0	0	1	0
2048004	Alteromonas facilis	species	0	0	0	1	1
1641856	Bradyrhizobium sp. S69	species	0	0	0	1	1
1419722	Halorubrum sp. SD626R	species	0	0	0	1	0
2005046	Stenotrophomonas sp. WZN-1	species	0	0	0	1	1
47865	Micromonospora inositola	species	0	0	0	1	0
2668075	Phycobacter azelaicus	species	0	0	0	1	0
1158184	Thioalkalivibrio sp. ALM2T	species	0	0	0	1	0
3020066	Cognataquiflexum	genus	0	0	0	2	3
3158263	Xenorhabdus sp. SGI246	species	0	0	0	1	0
1736519	Caulobacter sp. Root342	species	0	0	0	1	0
352869	Nocardia gamkensis	species	0	0	0	1	5
2836161	Enterobacter sp. SGAir0187	species	0	0	0	1	3
2496842	Alloscardovia theropitheci	species	0	0	0	2	0
53336	Tatumella citrea	species	0	0	0	1	1
3135774	Olleya sp. AS48	species	0	0	0	1	0
3156866	Micromonospora sp. NPDC005171	species	0	0	0	1	0
184914	Corallococcus coralloides	species	0	0	0	1	2
3057384	Bradyrhizobium sp. SZCCHNR2032	species	0	0	0	2	0
3035188	Planococcus notacanthi	species	0	0	0	1	0
1344956	Microbacterium sp. TS-1	species	0	0	0	1	0
3126503	Gymnodinialimonas mytili	species	0	0	0	1	0
3364008	Isoptericola sp. NPDC019571	species	0	0	0	1	0
2770778	Clostridioides sp. ES-S-0049-02	species	0	0	0	3	0
3045152	Streptomyces sp. KL116D	species	0	0	0	1	0
3074565	Vibrio sp. 1569	species	0	0	0	1	0
28250	Ornithobacterium	genus	0	0	0	1	2
28176	Candidatus Photodesmus anomalopis	species	0	0	0	1	0
1736481	Mesorhizobium sp. Root172	species	0	0	0	1	0
3240324	Salmonella sp. E393-2	species	0	0	0	1	1
3229660	Vibrio sp. 10N.261.46.C10	species	0	0	0	1	0
1946531	Fibrobacter sp. UBA3718	species	0	0	0	1	0
2969528	Agrobacterium sp. El2ro-1b	species	0	0	0	1	0
1393139	Cellulosimicrobium sp. I38E	species	0	0	0	2	0
2878201	Tenacibaculum larymnensis	species	0	0	0	2	1
2879617	Arthrobacter sp. FW305-BF8	species	0	0	0	1	0
386302	Salinibacterium xinjiangense	species	0	0	0	2	0
2738813	Pseudomonas sp. B6001	species	0	0	0	1	1
2903562	Amycolatopsis sp. NBC_01480	species	0	0	0	1	0
3342830	Providencia xihuensis	species	0	0	0	1	0
2867410	Streptomyces profundus	species	0	0	0	1	1
2774742	Enterococcus sp. AZ101	species	0	0	0	1	0
3057355	Bradyrhizobium sp. SZCCHNR1051	species	0	0	0	3	0
2804525	Lichenicola	genus	0	0	0	1	0
3397179	Enterobacter cloacae complex sp.6700776	species	0	0	0	3	0
2738468	Salinivibrio sp. EAGSL	species	0	0	0	1	2
3071714	Arthrobacter sp. MP_M4	species	0	0	0	1	0
3233086	Leifsonia sp. YAF41	species	0	0	0	1	0
451513	Mangrovibacter plantisponsor	species	0	0	0	1	1
2676442	Bombella sp. ESL0378	species	0	0	0	1	0
1912223	uncultured Cutibacterium sp.	species	0	0	0	1	0
1506582	Pseudomonas sp. 11/12A	species	0	0	0	1	178
2991428	Pseudomonas sp. PS02302	species	0	0	0	1	1
1499968	Paenibacillus sp. TCA20	species	0	0	0	1	5
3157720	Halobacteriovorax sp. RZ-3	species	0	0	0	1	0
2763338	Candidatus Phytoplasma asiaticum	species	0	0	0	1	0
3229243	Stenotrophomonas sp. JAG2	species	0	0	0	1	9
2560021	Microbacterium sp. dk485	species	0	0	0	1	1
3373084	Arthrobacter sp. KK5.5	species	0	0	0	1	0
3131996	Salinibaculum salinum	species	0	0	0	1	0
3104013	Enterobacter sp. PGRG2	species	0	0	0	1	2
1249996	Dokdonia sp. Hel_I_63	species	0	0	0	1	2
683305	Frankia sp. BMG5.23	species	0	0	0	1	0
1214925	Streptomyces chumphonensis	species	0	0	0	1	0
2771116	Microcystis sp. M043S1	species	0	0	0	2	0
394230	Deinococcus piscis	species	0	0	0	1	0
2903558	Amycolatopsis sp. NBC_00438	species	0	0	0	1	0
1914909	Serratia sp. OLDL1	species	0	0	0	1	0
3076685	Natronosalvus	genus	0	0	0	1	0
2508867	Prevotella brunnea	species	0	0	0	2	0
1077942	Micromonospora kangleipakensis	species	0	0	0	1	0
3233023	Terriglobus sp. 2YAB30_2	species	0	0	0	1	1
3366143	Streptomyces sp. NPDC101490	species	0	0	0	1	11
3098765	Acinetobacter sp. 99	species	0	0	0	1	2
46174	Nonomuraea ferruginea	species	0	0	0	1	0
2609251	Rathayibacter sp. VKM Ac-2754	species	0	0	0	1	0
3021719	Anabaena sp. CS-542/02	species	0	0	0	1	0
3018314	Tenacibaculum pacificus	species	0	0	0	1	0
2080861	Ferrimonas sp.	species	0	0	0	1	0
1349432	Paenibacillus helianthi	species	0	0	0	1	1
3048644	Pseudomonas sp. RTS4	species	0	0	0	3	0
2796396	Pseudomonas sp. TH31	species	0	0	0	1	52
2921752	Caballeronia sp. INML3	species	0	0	0	1	0
2649046	unclassified Christensenella	no rank	0	0	0	1	0
2821833	Polycladidibacter	genus	0	0	0	1	0
2024478	Brachybacterium sp. JB7	species	0	0	0	1	0
2175623	Curtobacterium sp. MCLR17_034	species	0	0	0	1	0
1885327	Microbacterium sp. 4-7	species	0	0	0	1	0
3155150	Micromonospora sp. NPDC049081	species	0	0	0	1	0
3232988	Leifsonia sp. 2MCAF36	species	0	0	0	1	0
3230024	Microbulbifer sp. TYP-18	species	0	0	0	1	2
3136688	Streptomyces sp. ODS28	species	0	0	0	1	0
3046205	Cryobacterium sp. PH31-AA6	species	0	0	0	3	0
3108527	Mycoplasma sp. 1232	species	0	0	0	3	0
3080330	Erwinia sp. Eh17-17	species	0	0	0	1	6
2940605	Pseudomonas sp. BIGb0164	species	0	0	0	1	6
2588450	Vibrio sp. T20	species	0	0	0	1	0
1390185	Pseudoalteromonas sp. DL-6	species	0	0	0	2	36
2071994	Corynebacterium sp. 13CS0277	species	0	0	0	2	0
1980001	Cellulosimicrobium sp. TH-20	species	0	0	0	4	0
1394176	Bifidobacterium sp. A11	species	0	0	0	1	0
2916363	Paenibacillus sp. p3-SID867	species	0	0	0	1	1
3128901	Agrobacterium sp. CMT1	species	0	0	0	1	1
3042288	Pseudarthrobacter sp. W1I19	species	0	0	0	3	1
1928657	Tatumella sp. OPLPL6	species	0	0	0	1	0
3046322	Haemophilus sp. UMB1048	species	0	0	0	1	0
2510795	Staphylococcus sp. RIT622	species	0	0	0	1	0
2805439	Paraburkholderia sp. J76	species	0	0	0	1	1
3081272	Microbacterium sp. MMO-10	species	0	0	0	1	0
3155023	Glycomyces sp. NPDC047010	species	0	0	0	2	0
2812001	Mesorhizobium sp. dw_380	species	0	0	0	1	0
3364023	Kitasatospora sp. NPDC015120	species	0	0	0	1	0
2767464	Stenotrophomonas sp. S41	species	0	0	0	2	35
3413794	Streptomyces sp. bgisy154	species	0	0	0	1	0
747548	Cylindrospermopsis curvispora	species	0	0	0	1	0
2487139	Micrococcus sp. RIT608	species	0	0	0	1	0
95172	Arthrobacter flavus	species	0	0	0	1	0
1895021	Salinivibrio sp. SS3	species	0	0	0	1	8
2932256	Gracilibacillus caseinilyticus	species	0	0	0	1	0
517425	Salisediminibacterium halotolerans	species	0	0	0	3	0
3243520	Bartonella sp. CL26QHWL	species	0	0	0	1	0
2582660	Streptococcus sp. 646	species	0	0	0	1	0
2555643	Psychromonas sp. RZ22	species	0	0	0	2	1
3153557	Actinomadura sp. B10D3	species	0	0	0	1	1
3026161	Devosia sp. J2-20	species	0	0	0	3	0
2256	Natronobacterium	genus	0	0	0	1	0
2985131	Citrobacter sp. Cpo065	species	0	0	0	1	1
2809030	Bifidobacterium sp. SO4	species	0	0	0	2	0
2975667	Streptomyces sp. NBC_00147	species	0	0	0	1	0
1960829	Pseudomonas sp. MF6394	species	0	0	0	1	5
3062677	Maribacter sp. 1_MG-2023	species	0	0	0	2	0
3046332	Winkia sp. UMB3105	species	0	0	0	1	0
2026255	Corynebacterium hadale	species	0	0	0	1	0
2555884	Psychrobacter sp. 230	species	0	0	0	1	9
656088	Mycoplasma mycoides group	species group	0	0	0	3	5
2872158	Halobaculum rubrum	species	0	0	0	1	0
2991838	Limosilactobacillus difficilis	species	0	0	0	1	0
2849150	Paenarthrobacter aromaticivorans	species	0	0	0	1	0
2816232	Streptomyces triculaminicus	species	0	0	0	1	0
2419514	Rothia sp. HSID18067	species	0	0	0	1	0
2995316	Flammeovirga sp. SubArs3	species	0	0	0	1	1
216431	Croceibacter	genus	0	0	0	2	3
2785792	Streptococcus sp. HF-2466	species	0	0	0	1	0
2496782	Mesorhizobium sp. M6A.T.Ce.TU.002.03.1.1	species	0	0	0	2	0
1882339	Tersicoccus solisilvae	species	0	0	0	1	12
241416	Mesorhizobium temperatum	species	0	0	0	1	0
3364516	Serratia sp. NPDC087055	species	0	0	0	1	0
1758689	Serinicoccus hydrothermalis	species	0	0	0	1	0
2961574	Haloarcula marina	species	0	0	0	2	0
2943705	Nocardia sputi	species	0	0	0	1	0
3158364	Variovorax sp. 375MFSha3.1	species	0	0	0	2	0
1434030	Phytomonospora	genus	0	0	0	1	0
1927128	Candidatus Enterovibrio altilux	species	0	0	0	1	1
1904944	Stenotrophomonas sp. LM091	species	0	0	0	1	3
2775003	Enterococcus sp. DIV0385	species	0	0	0	2	0
2705421	Pseudoroseicyclus tamaricis	species	0	0	0	3	0
3074584	Vibrio sp. 1974	species	0	0	0	1	2
2161872	Colwellia sp. Arc7-D	species	0	0	0	1	2
1566229	Pseudomonas sp. NFR02	species	0	0	0	1	3
3079794	Microbacterium sp. SSW1-59	species	0	0	0	1	0
1872644	Ascidiaceihabitans sp.	species	0	0	0	3	1
1226757	Streptomyces rapamycinicus	species	0	0	0	1	0
1736293	Frigoribacterium sp. Leaf186	species	0	0	0	1	0
2815784	Inconstantimicrobium	genus	0	0	0	1	0
2921702	Paenibacillus sp. FSL W7-1332	species	0	0	0	1	0
33056	Candidatus Kinetoplastidibacterium crithidiae	species	0	0	0	1	0
65605	Streptomyces thermoalcalitolerans	species	0	0	0	1	0
2759705	Pseudoalteromonas sp. MT33b	species	0	0	0	1	1
2203715	Micromonospora arida	species	0	0	0	1	1
2993594	Pseudomonas sp. DCB_BI	species	0	0	0	1	0
1333846	Paenibacillus sp. 1-18	species	0	0	0	2	0
1183419	Agrobacterium genomosp. 13	species	0	0	0	1	1
90736	Moritella marina	species	0	0	0	1	45
650850	Halomonas daqiaonensis	species	0	0	0	1	1
2751204	Exiguobacterium sp. s166	species	0	0	0	2	0
2692770	Anabaena sp. FACHB-1250	species	0	0	0	1	0
2649934	unclassified Borrelia	no rank	0	0	0	1	0
1739283	Rothia sp. HMSC069C03	species	0	0	0	1	0
2016373	Thermococcus camini	species	0	0	0	3	0
1400865	Synechococcus sp. BIOS-U3-1	species	0	0	0	1	0
578221	Virgibacillus litoralis	species	0	0	0	1	0
2448479	Nioella ostreopsis	species	0	0	0	1	2
2956996	Mesorhizobium sp. M0768	species	0	0	0	1	0
1983721	Metabacillus lacus	species	0	0	0	2	0
2940558	Chryseobacterium sp. BIGb0186	species	0	0	0	1	0
3159855	Salmonella sp. SAL04277	species	0	0	0	1	0
3436650	Neisseria sp. P0001.S006	species	0	0	0	1	0
3364236	Micromonospora sp. NPDC007208	species	0	0	0	1	0
246795	Nostoc cycadae	species	0	0	0	1	0
2841664	Streptomyces sp. IpFD-1.1	species	0	0	0	1	0
349314	Luedemannella	genus	0	0	0	1	1
1312978	Arthrobacter sp. H41	species	0	0	0	1	0
67370	Streptomyces umbrinus	species	0	0	0	1	0
155537	Microscilla sp. PRE1	species	0	0	0	1	1
3347169	Chitinophaga sp. Hz27	species	0	0	0	2	0
2699423	Cellulosimicrobium sp. SL-1	species	0	0	0	1	0
2736663	Microbacterium sp. C5A9	species	0	0	0	1	0
249586	Streptomyces asoensis	species	0	0	0	1	0
3021408	Rhizobium sp. CNPSo 3968	species	0	0	0	1	0
3411681	Providencia sp. 2024EL-00811	species	0	0	0	1	0
2591145	Cellulomonas sp. Y8	species	0	0	0	2	1
3377337	Paeniglutamicibacter sp. MACA_103	species	0	0	0	1	0
2567881	Citricoccus sp. SGAir0253	species	0	0	0	1	0
2571156	Leuconostoc sp. LN180020	species	0	0	0	1	0
2487275	Actinacidiphila soli	species	0	0	0	1	2
3156732	Streptomyces sp. NPDC006132	species	0	0	0	1	0
105422	Streptacidiphilus carbonis	species	0	0	0	1	0
1946440	Empedobacter sp. UBA5528	species	0	0	0	1	7
3154440	Streptomyces sp. NPDC002928	species	0	0	0	2	0
2293131	Roseburia sp. AF22-8AC	species	0	0	0	2	0
1761878	Paenibacillus sp. cl6col	species	0	0	0	1	0
2990450	Exiguobacterium sp. N5	species	0	0	0	2	0
197575	Haemophilus aegyptius	species	0	0	0	1	0
1310728	Acinetobacter sp. 1245593	species	0	0	0	1	0
3346941	Microbacterium sp. NPDC059771	species	0	0	0	1	0
2846760	Pseudonocardia sp. ICBG1142	species	0	0	0	1	0
2596896	Bacillus sp. ISTL8	species	0	0	0	1	0
2654197	Thermococcus sp. 101 C5	species	0	0	0	1	0
3438905	Bariatricus sp. HCP28S3_H2	species	0	0	0	1	0
3082544	Synechococcus sp. MIT S9507	species	0	0	0	1	1
1855282	Leisingera sp. JC1	species	0	0	0	2	2
3074615	Vibrio sp. 780	species	0	0	0	2	0
2004463	Spiroplasma endosymbiont of Glossina fuscipes fuscipes	species	0	0	0	1	0
114699	Streptomyces rhizosphaericus	species	0	0	0	3	0
2836648	Methylobacterium sp. J-067	species	0	0	0	1	1
3346575	Streptomyces sp. NPDC058650	species	0	0	0	1	0
559625	Gordonia cholesterolivorans	species	0	0	0	1	0
43666	Paeniglutamicibacter sulfureus	species	0	0	0	1	1
3154665	Streptomyces sp. NPDC002088	species	0	0	0	1	0
3363992	Enterococcus sp. NPDC086594	species	0	0	0	1	0
2921425	Lysinibacillus sp. FSL K6-0232	species	0	0	0	1	0
2601668	Candidatus Nesciobacter abundans	species	0	0	0	1	0
3154787	Streptomyces sp. NPDC019937	species	0	0	0	1	0
626343	Sphingobacterium shayense	species	0	0	0	3	1
476102	Salirhabdus salicampi	species	0	0	0	1	0
2530367	Actinomadura sp. GC306	species	0	0	0	1	0
3155396	Asanoa sp. NPDC049573	species	0	0	0	2	0
745820	Alkalicoccus daliensis	species	0	0	0	1	0
2555897	Jeotgalibacillus sp. R-1-5s-1	species	0	0	0	1	0
2496780	Mesorhizobium sp. Primo-A	species	0	0	0	1	0
2175649	Curtobacterium sp. MCBD17_030	species	0	0	0	1	0
2956895	Mesorhizobium sp. M0145	species	0	0	0	1	0
1736538	Paenibacillus sp. Root444D2	species	0	0	0	2	0
2048287	Cryobacterium sp. Y57	species	0	0	0	1	0
2851651	Microbacterium sp. KSW4-4	species	0	0	0	3	0
3364665	Streptomyces sp. NPDC002795	species	0	0	0	1	0
2713503	Listeria rustica	species	0	0	0	1	0
3103137	Klenkia sesuvii	species	0	0	0	1	0
1522368	Modestobacter caceresii	species	0	0	0	1	0
2957083	Mesorhizobium sp. M1329	species	0	0	0	1	0
3135255	Microbacterium sp. LWH10-1.2	species	0	0	0	1	0
2993658	Aurantiacibacter sp. D1-12	species	0	0	0	2	1
85623	16SrIII (X-disease group)	species group	0	0	0	1	0
3120232	Gilliamella sp. App6-5	species	0	0	0	1	0
2898691	Mammaliicoccus sp. H-M32	species	0	0	0	1	0
244698	Gillisia	genus	0	0	0	1	4
2919927	Agrococcus sp. ARC_14	species	0	0	0	1	0
3345968	Paenibacillus sp. NPDC056933	species	0	0	0	3	0
2932258	Halobacillus shinanisalinarum	species	0	0	0	1	0
3380534	Proteus sp. NGCRVN-01	species	0	0	0	2	0
3046203	Arthrobacter sp. H35-MC1	species	0	0	0	2	2
1684312	Exiguobacterium sp. BMC-KP	species	0	0	0	1	1
1401995	Clavibacter californiensis	species	0	0	0	1	0
2799788	Devosia sp. MC532	species	0	0	0	1	0
1761013	Rhodococcus sp. FH8	species	0	0	0	1	0
3367692	Erwinia sp. AnSW2-5	species	0	0	0	1	4
2949767	Providencia sp. PROV036	species	0	0	0	1	0
2964531	Synechococcus sp. R70.1	species	0	0	0	1	0
1542965	Burkholderia sp. MSHR3999	species	0	0	0	1	0
3156869	Streptomyces sp. NPDC005181	species	0	0	0	3	0
2044878	Methylobacterium sp. V23	species	0	0	0	1	0
2883190	Ruminococcus sp. TM463	species	0	0	0	1	0
2956886	Mesorhizobium sp. M0129	species	0	0	0	1	0
1335969	Acinetobacter sp. 148	species	0	0	0	1	2
2890320	Leeuwenhoekiella parthenopeia	species	0	0	0	1	4
2590586	Histidinibacterium	genus	0	0	0	1	1
222984	Natrinema altunense	species	0	0	0	1	0
873516	Methylopila henanensis	species	0	0	0	1	1
3074570	Vibrio sp. 1640	species	0	0	0	1	0
1928574	Aliidiomarina soli	species	0	0	0	1	1
3117401	Alteromonas sp. S015	species	0	0	0	3	0
1420889	Micromonospora profundi	species	0	0	0	1	0
2698865	Proteus sp. G4444	species	0	0	0	1	0
2601072	Acinetobacter sp. YH12079	species	0	0	0	1	1
2766011	Rhodococcus sp. NKCM2511	species	0	0	0	2	0
2975990	Nocardia sp. NBC_00403	species	0	0	0	1	0
715473	Amycolatopsis acidiphila	species	0	0	0	1	0
2836584	Methylobacterium sp. E-066	species	0	0	0	3	0
1855729	Pseudomonas sp. KK4	species	0	0	0	1	24
2957078	Mesorhizobium sp. M1305	species	0	0	0	1	0
2900646	Candidatus Aquicultoria	class	0	0	0	1	0
2991728	Mycobacterium sp. Aquia_213	species	0	0	0	1	0
685706	Yersinia nurmii	species	0	0	0	2	0
3308998	Stenotrophomonas sp. P2112	species	0	0	0	1	0
1848322	Nonomuraea deserti	species	0	0	0	1	0
145263	Methanothermobacter marburgensis	species	0	0	0	1	0
873128	Meiothermus sp. Pnk-1	species	0	0	0	1	1
121616	Micromonospora matsumotoense	species	0	0	0	1	0
1259199	Cryobacterium tagatosivorans	species	0	0	0	1	0
2036687	Thalassotalea profundi	species	0	0	0	1	1
1259175	Cryobacterium glucosi	species	0	0	0	1	0
3364402	Peribacillus sp. NPDC097295	species	0	0	0	1	0
2948356	Salmonella sp. NW877	species	0	0	0	1	0
1323432	Jejudonia soesokkakensis	species	0	0	0	1	11
2056843	Pseudomonas sp. HMWF006	species	0	0	0	2	44
3365021	Streptomyces sp. NPDC017958	species	0	0	0	1	0
2827236	Pacificimonas pallii	species	0	0	0	2	3
1537265	Halorubrum sp. SP3	species	0	0	0	1	0
1325335	Anoxybacillus suryakundensis	species	0	0	0	2	0
3082225	Rhodococcus sp. IEGM 1330	species	0	0	0	1	0
2749045	Gardnerella sp. DNF00257	species	0	0	0	1	0
2609252	Rathayibacter sp. VKM Ac-2759	species	0	0	0	1	0
3346895	Streptomyces sp. NPDC059649	species	0	0	0	2	0
3156212	Shigella sp. FJ200518	species	0	0	0	1	0
3155178	Kitasatospora sp. NPDC086791	species	0	0	0	1	0
70771	Pyrobaculum neutrophilum	species	0	0	0	1	0
2878094	Pseudomonas sp. MWU16-30323	species	0	0	0	1	14
2576916	Polynucleobacter sp. UK-Mo-2m-Kol15	species	0	0	0	1	1
1476024	Paenibacillus vini	species	0	0	0	1	0
3017319	Agrobacterium sp. ST15.13.015	species	0	0	0	1	0
3042293	Chryseobacterium sp. W4I1	species	0	0	0	1	25
47990	Kutzneria viridogrisea	species	0	0	0	1	0
2957000	Mesorhizobium sp. M0800	species	0	0	0	1	0
2871173	Marinobacter sp. AL4B	species	0	0	0	1	0
936375	Mogibacterium sp. CM50	species	0	0	0	2	1
2818040	Snodgrassella sp. B3837	species	0	0	0	1	0
1679168	Bacillus sp. FJAT-27231	species	0	0	0	2	0
2698875	Proteus sp. G2662	species	0	0	0	1	1
1476999	Olsenella sp. DNF00959	species	0	0	0	1	1
1947344	Pseudomonas sp. UBA800	species	0	0	0	1	0
3154695	Actinosynnema sp. NPDC023587	species	0	0	0	3	0
2917726	Yimella sp. NH-Cas1	species	0	0	0	1	3
3239420	Promicromonospora sp. Populi	species	0	0	0	1	1
2916213	Microbacterium sp. p3-SID337	species	0	0	0	1	0
2637283	unclassified Telluribacter	no rank	0	0	0	1	0
3404112	Micromonospora sp. WMMD736	species	0	0	0	1	0
2937378	Sphingomonas sp. GC_Shp_6	species	0	0	0	1	0
2816956	Cellulomonas wangleii	species	0	0	0	1	0
106634	Thioalkalivibrio versutus	species	0	0	0	1	0
2768458	Microbacterium sp. SLBN-154	species	0	0	0	1	0
2762017	unclassified Schlesneria	no rank	0	0	0	1	0
2825841	Pseudomonas sp. ITA	species	0	0	0	1	5
2921536	Paenibacillus sp. FSL M7-0802	species	0	0	0	1	0
3423919	Plantibacter sp. YIM 135347	species	0	0	0	1	0
3415138	Arenibacterium sp. S380	species	0	0	0	1	0
321316	Sphaerisporangium melleum	species	0	0	0	1	0
3413786	Nocardia sp. bgisy118	species	0	0	0	1	0
2729722	Micrococcus sp. KRD128	species	0	0	0	1	0
2768066	Streptomyces roseirectus	species	0	0	0	1	0
2792084	Spiroplasma endosymbiont of 'Nebria riversi'	species	0	0	0	2	0
3239807	Bartonella sp. DGB1	species	0	0	0	1	0
3110692	Parvimonas sp. C2	species	0	0	0	1	1
1389960	Exiguobacterium sp. S3-2	species	0	0	0	2	0
3154261	Streptomyces sp. NPDC000594	species	0	0	0	1	0
76631	Abiotrophia sp.	species	0	0	0	1	0
3095361	Pseudomonas sp. YuFO8	species	0	0	0	1	63
2575834	Vibrio sp. 05-20-BW147	species	0	0	0	2	0
1736250	Methylobacterium sp. Leaf94	species	0	0	0	1	0
2692316	Rhizobium sp. WYCCWR 11152	species	0	0	0	1	0
249402	Cardinium endosymbiont of Encarsia pergandiella	species	0	0	0	1	0
499810	uncultured Salipiger sp.	species	0	0	0	1	0
2135655	Sphingomonas sp. PP-CC-3A-396	species	0	0	0	1	0
2293133	Roseburia sp. AF25-15LB	species	0	0	0	1	0
2048288	Cryobacterium sp. N19	species	0	0	0	1	0
2023140	Rhodococcus sp. 15-649-2-2	species	0	0	0	2	0
3155618	Microbispora sp. NPDC046933	species	0	0	0	1	0
2614801	Acidithiobacillus sp. 'AMD consortium'	species	0	0	0	1	0
2609135	Acinetobacter sp. TUM15071	species	0	0	0	1	9
3364276	Micromonospora sp. NPDC049903	species	0	0	0	1	0
3062645	Oceanobacter sp. 5_MG-2023	species	0	0	0	1	0
380248	Actinacidiphila alni	species	0	0	0	1	1
3404813	Acinetobacter sp. GZD-210	species	0	0	0	2	0
3350170	Hydrogenophaga sp. UC242_53	species	0	0	0	1	1
3404804	Acinetobacter sp. JADD-207	species	0	0	0	1	0
1938693	Vibrio sp. V42_P2S4T144	species	0	0	0	1	0
1304954	Rhodococcus sp. BS-15	species	0	0	0	1	0
2879633	Burkholderia sp. AU38729	species	0	0	0	1	0
1736386	Methylobacterium sp. Leaf466	species	0	0	0	1	0
1481928	Bacillus sp. JCM 19034	species	0	0	0	1	0
455193	Saccharopolyspora antimicrobica	species	0	0	0	1	0
1946643	Idiomarina sp. UBA3992	species	0	0	0	1	0
2864204	Shewanella halotolerans	species	0	0	0	1	1
3014789	Janthinobacterium sp. SUN137	species	0	0	0	1	5
3155721	Nocardiopsis sp. NPDC007018	species	0	0	0	1	0
3402656	Rothia sp. P5766	species	0	0	0	1	0
2952201	Serratia sp. PL7	species	0	0	0	2	5
2840467	Mycoavidus sp. HKI	species	0	0	0	2	0
3397674	Leifsonia sp. A12D58	species	0	0	0	1	0
559627	Actinomadura rupiterrae	species	0	0	0	1	0
3436788	Neisseria sp. P0018.S002	species	0	0	0	1	0
3095430	Lentzea kristufekii	species	0	0	0	1	0
2853449	Pseudomonas sp. EYE_354	species	0	0	0	2	9
2975972	Kribbella sp. NBC_00709	species	0	0	0	1	0
3346761	Nocardia sp. NPDC059180	species	0	0	0	1	0
3415955	Nocardioides sp. SYSU DS0651	species	0	0	0	1	3
2646043	unclassified Hansschlegelia	no rank	0	0	0	1	0
3053986	Micromonospora sp. b486	species	0	0	0	1	0
3154928	Streptomyces sp. NPDC048717	species	0	0	0	1	0
3230990	Candidatus Pelagibacter sp. Uisw_134_02	species	0	0	0	1	1
2576423	Citrobacter sp. wls713	species	0	0	0	1	1
2767883	Holzapfeliella	genus	0	0	0	1	0
2910232	Enterovibrio makurazakiensis	species	0	0	0	1	0
