taxonomy_id	name	rank	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
2995303	Nannocystis bainbridge	species	2	4	14	5	4
3422216	Dyella sp. KULCS107	species	4	1	9	0	10
392735	Uliginosibacterium	genus	100	702	427	195	55
2191	Methanomicrobiales	order	215	657	1505	310	252
445220	Reyranella massiliensis	species	371	84	398	143	71
2854036	Nitratireductor rhodophyticola	species	15	4	5	9	2
2954381	Candidatus Accumulibacter contiguus	species	15	58	55	12	20
1219626	Peptostreptococcus sp. MV1	species	6	0	13	3	0
2820301	Caproiciproducens faecalis	species	22	38	34	43	24
2022749	Sulfurimonas sp.	species	513	2063	856	749	485
2302956	Faecalibacterium sp. AF27-11BH	species	96	23	67	368	1
1904252	Vogesella sp.	species	87	159	140	63	69
502567	Streptococcus porci	species	80	0	61	3	0
1921001	Candidatus Bealeia paramacronuclearis	species	47	93	101	14	44
329857	Cohnella	genus	37	53	63	46	12
3060582	Lacisediminimonas sp.	species	17	30	40	29	3
3025782	Allorhizobium ampelinum	species	7	2	2	5	1
2761542	Fundicoccus	genus	96	44	84	119	5
1728934	Clostridium neuense	species	20	13	36	23	3
84032	Clostridium thermosuccinogenes	species	102	40	114	147	19
2292046	Lachnotalea sp. AF33-28	species	118	65	115	329	14
1725232	Candidatus Desulfovibrio trichonymphae	species	48	43	90	7	10
2056696	Cysteiniphilum	genus	5	22	13	13	5
490567	Arenimonas	genus	421	1691	3495	1433	826
109327	Anaerovorax odorimutans	species	95	85	146	110	31
152682	Sphingomonas melonis	species	13	13	11	10	4
33983	Luteococcus	genus	67	29	91	114	53
1309	Streptococcus mutans	species	178	17	154	67	1
2758717	Methanomethylovorans sp.	species	362	163	184	17	65
2320850	Mycolicibacterium sp.	species	370	107	102	62	521
1739467	Streptococcus sp. HMSC067A03	species	1	0	0	0	0
1344950	Undibacterium seohonense	species	3	14	10	25	2
2508949	Candidatus Borkfalkia ceftriaxoniphila	species	52	82	208	1409	12
45622	Propionigenium maris	species	172	54	73	95	4
989	Marinilabilia salmonicolor	species	13	60	62	32	27
2981768	Anthropogastromicrobium aceti	species	157	307	196	802	14
84642	Aeromonadaceae	family	715	14445	14592	2500	79666
3031725	Faecalibacterium sp. DFI.5.82	species	88	13	73	396	2
2642485	unclassified Myroides	no rank	20	3	3	19	217
188708	Thermotogae	class	103	78	107	47	27
265178	Breznakia pachnodae	species	39	30	132	41	10
59843	Paenibacillus glucanolyticus	species	2	2	6	6	1
34032	Desulfobulbus rhabdoformis	species	504	955	1251	135	133
1689	Bifidobacterium dentium	species	113	24	57	109	0
3401928			17	15	22	18	14
1261637	Anaerostipes sp. 992a	species	26	13	24	31	1
2704462	Paenibacillus lycopersici	species	4	1	2	4	0
76259	Ferribacterium limneticum	species	222	871	1283	138	286
243899	endosymbiont 'TC1' of Trimyema compressum	species	379	103	302	46	147
696074	Caenimonas terrae	species	5	14	28	46	16
1100700	Limnohabitans sp. 2KL-3	species	13	28	18	13	5
1396	Bacillus cereus	species	236	105	177	260	164
3130164	Aquabacterium sp. G14	species	94	1118	879	94	1839
1736237	Acidovorax sp. Leaf78	species	55	61	71	109	54
3126391	Comamonas sp. w2-DMI	species	32	28	39	156	71
2605782	Desulfovibrio porci	species	43	62	104	12	22
2591384	uncultured Dysosmobacter sp.	species	216	250	335	416	27
712362	Leptotrichia sp. oral taxon 221	species	113	33	47	51	1
2006130	Paracoccus litorisediminis	species	47	14	27	30	4
3373075	Acinetobacter sp. ULE_I092	species	17	5	3	652	21
3342379	Ciceribacter sp. sgz301302	species	2	10	7	12	1
3409913	Orrella sp. 11846	species	58	37	47	25	12
2182425	Metarhizobium album	species	80	15	51	43	11
51669	Tetragenococcus halophilus	species	55	7	25	233	5
309797	Chrysiogenes arsenatis	species	122	150	169	19	47
3108223	Benzoatithermus flavus	species	115	106	243	70	82
528191	Paenibacillus xylanexedens	species	449	428	587	848	1055
1943571	Acidovorax sp. NB1	species	47	101	126	137	46
3378803	Pilosibacter sp. HC1M1C21	species	164	733	516	858	7
2976531	Propionivibrio soli	species	325	2213	2200	303	275
1033	Afipia	genus	279	119	150	171	57
1734920	Pseudorhodoplanes	genus	324	227	355	142	125
1031594	Extensimonas vulgaris	species	147	158	184	204	52
3400269	Niveispirillum sp. KHB5.9	species	4	4	6	8	7
2913614	Prevotella communis	species	57	99	65	102	17
283686	Kosakonia radicincitans	species	10	12	12	7	51
1485543	Selenomonas sp. AE3005	species	32	44	126	26	43
862720	Paracidovorax oryzae	species	40	34	63	94	27
933080	Oxalobacter vibrioformis	species	141	174	339	33	20
2819143	Chryseobacterium sp. ISL-6	species	8	5	4	0	3
3152360	Devosia alba	species	24	40	33	25	24
416586	Selenomonas bovis	species	87	52	558	169	146
1562565	Pyrinomonas	genus	66	68	106	114	41
3425691	Arhodomonas sp. SL1	species	2	4	6	1	2
1971214	Peptoniphilus sp.	species	141	67	102	135	7
1418234	Sneathiella chungangensis	species	5	3	12	0	2
350894	Flavobacterium suncheonense	species	223	117	254	254	873
2015348	Burkholderia aenigmatica	species	14	19	28	14	16
2637578	unclassified Roseburia	no rank	112	163	271	476	6
41200	Bifidobacterium sp.	species	210	36	265	144	3
2630922	unclassified Azospirillum	no rank	7	36	44	21	239
1580092	Nitrosopumilus adriaticus	species	1	1	0	0	0
1531	Enterocloster clostridioformis	species	244	252	414	469	17
642589	Caproiciproducens galactitolivorans	species	80	44	68	116	21
680496	Diaphorobacter sp. J5-51	species	55	172	255	132	74
1920033	Aquimarina rubra	species	1	0	1	0	2
2758906	Entomomonas	genus	43	106	80	12	10
3394358	Bdellovibrio sp. HCB337	species	64	50	103	163	67
157592	Sterolibacterium denitrificans	species	60	137	234	34	34
42054	Chromohalobacter	genus	38	37	25	30	22
415229	Pseudoxanthomonas spadix	species	88	127	66	90	89
3097547	Flavobacterium sp. NG2	species	44	27	35	45	26
2023338	Pleomorphomonas carboxyditropha	species	414	292	346	101	118
1649486	Rhizorhabdus	genus	12	19	22	19	40
2053577	Mesotoga sp.	species	48	157	303	47	69
249410	Hydrogenophaga defluvii	species	98	236	247	233	45
3031331	Curvibacter soli	species	95	200	200	818	134
2912572	Paralabilibaculum antarcticum	species	2	11	12	13	9
3103144	Faecalibacter sp. LW9	species	44	13	7	57	28
2035205	Acidovorax sp. 56	species	141	309	287	720	213
2626134	unclassified Limnohabitans	no rank	250	419	344	276	253
1522311	Tessaracoccus massiliensis	species	20	14	51	25	1
592051	Sphingopyxis soli	species	135	47	57	11	238
2702	Gardnerella vaginalis	species	93	18	53	44	17
41949	Candidatus Neomicrothrix	genus	433	117	151	222	203
2656761	Apibacter sp. B2966	species	3	0	0	3	0
1902408	Sphingorhabdus sp.	species	256	312	295	504	201
1720198	Actinomyces provencensis	species	31	19	1797	67	10
204516	Phocaeicola massiliensis	species	416	930	1787	505	27
3141610	Ruminococcus sp. RTP21484sp1_RTP31003st1_F6_RTP31003_210430	species	55	50	65	72	0
2763057	Parabacteroides hominis	species	14	17	20	11	8
352449	Giesbergeria	genus	51	175	148	226	74
1042156	Clostridium sp. SY8519	species	24	23	35	35	5
82374	Anaerovibrio lipolyticus	species	117	118	735	329	57
446	Legionella pneumophila	species	204	281	275	283	4198
1628248	Empedobacter stercoris	species	53	18	37	193	170
702114	Methylomonas koyamae	species	32	23	28	9	18
1744	Propionibacterium freudenreichii	species	122	72	964	141	156
561	Escherichia	genus	476	2543	547	399	2874
3139409	Oligella sp. MSHR50489EDL	species	190	62	116	22	6
993070	Pseudarthrobacter enclensis	species	1	3	3	0	0
1538102	Pseudochelatococcus lubricantis	species	33	6	19	15	9
1769012	Arachidicoccus	genus	11	2	6	16	14
2576756	Caproicibacter fermentans	species	33	38	38	44	15
3019890	Microbacterium sp. nov. GSS16	species	4	1	5	1	1
2017444	Niveibacterium sp.	species	34	327	189	33	78
253239	Ethanoligenens harbinense	species	14	33	28	32	13
1539050	Chitinophaga dinghuensis	species	58	3	7	36	4
365590	Shewanella hafniensis	species	3	1	0	0	1116
29355	Ruminiclostridium cellobioparum	species	74	55	131	82	17
1872085	Williamsia sp.	species	2	1	4	0	0
39650	Cellvibrio mixtus	species	35	17	86	41	14
286133	uncultured Sutterella sp.	species	26	57	50	70	4
365343	Epilithonimonas caeni	species	16	23	38	38	75
136849	Pseudomonas syringae group	species group	31	32	32	35	522
1720	Corynebacterium sp.	species	43	15	71	33	11
2949632	Bradyrhizobium sp. CCGB12	species	3	1	0	1	0
908966	Parasediminibacterium paludis	species	37	29	38	16	38
1926883	Oleiagrimonas sp. MCCC 1A03011	species	6	4	3	3	2
2488639	Pectobacterium versatile	species	15	22	23	23	29
2235	Halobacteriales	order	56	115	179	113	67
68203	Streptomyces fungicidicus	species	8	8	3	7	1
1914233	Gemmataceae	family	342	425	616	282	159
119045	Methylobacteriaceae	family	393	127	682	293	103
1310	Streptococcus sobrinus	species	172	7	14	26	1
2975363	Stenotrophomonas sp. GD03657	species	148	144	167	240	25
224756	Methanomicrobia	class	371	401	1991	264	272
2792083	Actinoplanes aureus	species	2	0	1	1	0
3126308	Pseudoxanthomonas sp. F11	species	293	150	283	110	682
117563	Granulicatella	genus	73	40	72	168	6
125614	Thiolinea disciformis	species	70	430	92	31	275
2621730	unclassified Leucobacter	no rank	319	73	112	654	316
56689	Mycolicibacterium mucogenicum	species	295	49	92	12	30
2035811	Pseudodesulfovibrio	genus	105	161	188	33	65
1270	Micrococcus luteus	species	214	121	189	310	41
1458426	Serpentinimonas maccroryi	species	26	41	82	28	21
1507287	Sphingopyxis flava	species	25	5	9	15	21
2815795	unclassified Bilifractor	no rank	31	26	57	31	8
2754	Synergistes jonesii	species	229	205	470	111	307
1926868	Paenacidovorax monticola	species	69	161	206	273	193
2609281	Massilia frigida	species	7	1	2	2	1
913099	Sedimentibacter acidaminivorans	species	45	30	37	53	4
1358	Lactococcus lactis	species	363	87	1564	1011	66
2201272	Comamonas sp. lk	species	10	12	15	60	26
40222	Methylophaga	genus	24	44	34	16	20
3103818	Flavobacterium sp. C4GT6	species	181	14	6	4	5
536441	Chryseobacterium taklimakanense	species	417	314	389	255	1049
282060	Ornithinimicrobium kibberense	species	3	2	15	17	0
2729135	Acidithiobacillus montserratensis	species	10	16	16	9	20
53254	Bosea thiooxidans	species	249	21	148	48	35
1509244	Candidatus Nucleicultrix amoebiphila	species	45	71	89	42	33
204072	Ramlibacter henchirensis	species	2	4	6	11	5
2714923	Acidovorax sp. HDW3	species	220	587	359	219	6024
656899	Schlesneria	genus	40	55	66	30	49
2741560	Pseudomonas sp. MD195_PC81_125	species	7	1	1	4	249
2614952	unclassified Terasakiella	no rank	3	5	3	4	2
351091	Oscillibacter valericigenes	species	103	81	122	162	9
68193	Streptomyces djakartensis	species	164	24	65	112	3
494	Bergeriella denitrificans	species	153	37	67	77	9
3034151	Pedobacter sp. JY14-1	species	1	2	4	2	4
451457	Pseudolactococcus chungangensis	species	126	77	2046	1052	71
2583452	Amedibacterium intestinale	species	65	40	59	140	6
2865987	Flavimaribacter sediminis	species	2	1	4	1	2
978	Cytophaga	genus	94	56	131	570	20
3136633	Thauera sp. SDU_THAU2	species	32	41	58	41	10
633392	Iamiaceae	family	185	173	339	234	300
2678534	Corticimicrobacter	genus	10	12	24	5	7
1055192	Comamonas sp. B-9	species	15	18	18	86	90
2060095	Aminipila sp.	species	66	47	95	86	15
3035471	Roseinatronobacter sp. S2	species	9	0	2	13	1
222	Achromobacter	genus	1171	861	3600	845	33842
2589076	Paracoccus sp. AK26	species	22	2	10	5	1
214856	Alistipes finegoldii	species	268	195	356	436	57
2562294	Soehngenia longivitae	species	230	138	368	218	364
1279	Staphylococcus	genus	579	294	657	936	51
1434700	Moheibacter sediminis	species	121	65	81	121	98
1410610	Butyrivibrio sp. NC2002	species	29	16	27	18	4
120831	Dyadobacter	genus	142	123	133	873	124
2048140	uncultured Agathobaculum sp.	species	12	34	30	69	3
1296538	Lactiplantibacillus mudanjiangensis	species	5	2	12	4	1
1573536	Faecalicoccus	genus	79	29	78	91	6
2822465	Butyribacter sp.	species	40	33	250	578	3
49338	Desulfitobacterium hafniense	species	58	95	157	74	32
2562794	Myxococcus sp. AB025B	species	125	2	3	1	12
106649	Acinetobacter guillouiae	species	267	99	151	12541	2170
2767885	Latilactobacillus	genus	92	43	42	1112	8
2764185	Lysobacter soyae	species	83	161	87	29	135
2370	Xylella	genus	2	0	3	5	1
1839807	Rappaport israeli	species	74	12	9	2	3
1389922	Achromobacter mucicolens	species	95	110	166	63	181
2601024	Acinetobacter sp. YH01008	species	7	3	1	491	20
3079303	Intestinibacillus sp. NTUH-41-i26	species	4	1	6	3	0
392409	Sphingomonas jaspsi	species	18	23	10	7	22
2547394	Flavobacterium nackdongense	species	55	56	35	153	93
1101373	Tepidimonas fonticaldi	species	41	26	59	92	19
2985512	Niveibacterium sp. 24ML	species	84	78	144	45	15
2912675	Neisseria sp. Dent CA1/247	species	114	11	27	6	0
407	Methylobacterium	genus	250	206	324	218	122
339	Xanthomonas campestris	species	142	121	205	245	190
202952	Acinetobacter gerneri	species	169	142	239	5376	1115
1649295	Franconibacter	genus	8	9	19	2	36
1966466	Paracoccus aeridis	species	94	111	252	275	45
762212	Bifidobacterium biavatii	species	2	0	1	1	0
3069249	Trichloromonas sp.	species	529	253	431	139	76
3081750	Anaerocolumna sp. AGMB13020	species	11	14	14	33	2
1930830	Floricoccus	genus	108	3	9	2	2
626938	Succinatimonas hippei	species	101	123	189	319	5
2777978	Acinetobacter sp. FL51	species	5	5	4	74	173
352450	Simplicispira	genus	517	1007	1063	8811	565
2717340	unclassified Rhabdaerophilum	no rank	94	5	30	3	8
1549855	Haematospirillum jordaniae	species	16	6	27	2	13
1720194	Clostridium sp. AT4	species	23	45	99	135	1
490	Neisseria sicca	species	534	73	214	372	11
1856322	Haoranjiania flava	species	281	82	194	229	109
339341	uncultured Amaricoccus sp.	species	31	27	49	111	8
2569541	Desulfosediminicola flagellatus	species	33	157	85	32	23
1146845	Dongia	genus	158	799	1339	113	225
397864	Barnesiella	genus	259	789	1121	2551	348
1663685	Pedobacter sp. BMA	species	1	0	1	2	0
341225	Thomasclavelia saccharogumia	species	466	155	426	208	6
1297617	Intestinimonas butyriciproducens	species	434	279	413	685	27
1501432	Thiopseudomonas denitrificans	species	89	97	736	9	77
3068341	Rhodoferax mekongensis	species	37	71	86	86	18
3136632	Acidovorax sp. SDU_ACID1	species	88	149	268	255	75
256818	Gulosibacter	genus	124	76	107	36	1
1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	species	2	0	0	0	0
69966	Macrococcoides caseolyticum	species	49	19	20	40	2
643674	Paenalcaligenes hominis	species	133	51	285	15	15
3438916	Bulleidia sp. HCP3S3_G12	species	8	1	3	3	0
290054	Eubacterium coprostanoligenes	species	66	27	61	250	4
2518684	Occultella glacieicola	species	2	2	7	3	2
2642494	unclassified Mycobacterium	no rank	185	108	99	57	100
2171995	Candidatus Nanosyncoccus	genus	16	36	47	20	15
2714353	Vescimonas fastidiosa	species	302	192	207	158	8
38302	Corynebacterium mycetoides	species	3	0	0	1	0
1899016	Desulfovibrio sp. MES5	species	167	203	277	35	66
1962232	Gelidibacter japonicus	species	45	22	47	196	364
2706120	Mangrovimonas sp. CR14	species	22	1	0	0	31
84031	Clostridium sartagoforme	species	8	4	16	19	5
52133	Acinetobacter venetianus	species	355	208	249	5053	1187
1707	Cellulomonas	genus	154	89	500	317	57
1344552	Noviherbaspirillum	genus	189	134	169	224	232
1035890	Terrimonas rubra	species	43	57	46	77	21
158754	uncultured Sphingomonas sp.	species	179	134	167	108	93
3038130	Hominisplanchenecus sp.	species	38	18	47	145	0
408753	Clostridiisalibacter paucivorans	species	43	11	25	72	7
1632	Limosilactobacillus oris	species	43	18	55	30	3
29503	Desulfomicrobium escambiense	species	291	2168	1689	122	298
253257	Lacrimispora amygdalina	species	106	106	184	281	24
1969726	Sulfurovum sp.	species	389	249	160	369	275
2982024	Candidatus Brachybacter algidus	species	1210	275	297	3194	3746
722472	Bradyrhizobium lablabi	species	16	17	23	6	6
1962699	Acidovorax sp. SRB_14	species	2	14	9	115	11
47421	Hydrogenophaga pseudoflava	species	166	270	298	699	150
1510	Thermoclostridium stercorarium	species	59	37	75	68	14
2722752	Iamia sp. SCSIO 61187	species	54	46	104	110	18
1256514	Novosphingobium arvoryzae	species	346	167	347	97	567
2004650	Acinetobacter chinensis	species	21	16	26	300	353
1903409	Erwiniaceae	family	80	204	172	162	441
1531958	Desulfosporosinus sp. BICA1-9	species	10	36	26	10	4
35623	Acholeplasma oculi	species	7	13	17	23	6
2643773	unclassified Empedobacter	no rank	160	98	110	113	756
3242416	Thalassotalea maritima	species	2	1	3	0	2
1673721	Intestinimonas massiliensis (ex Afouda et al. 2020)	species	119	108	128	279	10
1812858	Anaerosacchariphilus polymeriproducens	species	40	27	69	105	10
395935	Chryseobacterium hagamense	species	4	2	4	1	10
1794912	Anaerosporomusa subterranea	species	402	2873	2126	304	360
2795690	Kaistia sp. 32K	species	27	30	17	15	7
1576911	Camelimonas fluminis	species	79	20	56	72	207
3133438	Ramlibacter sp. PS4R-6	species	15	11	26	20	8
165433	uncultured Acinetobacter sp.	species	299	132	157	4984	8842
914	Nitrosomonas	genus	390	558	863	1412	387
2004595	Clostridium sp. HV4-5-A1G	species	2	5	5	0	6
2939647	Pseudotabrizicola sp.	species	30	13	31	47	60
458711	Halodesulfovibrio marinisediminis	species	12	6	16	3	3
21	Phenylobacterium immobile	species	9	6	13	14	9
2646097	unclassified Bacteroides	no rank	47	132	142	106	46
90241	Lwoffella lincolnii	species	586	37	47	90	168
1798184	Sarcina sp. DSM 11001	species	129	69	127	100	13
2601192	Acinetobacter sp. YH16053	species	37	29	55	39	173
1191515	Ornithinibacter	genus	205	160	301	1790	103
1591408	Sporolactobacillus pectinivorans	species	62	35	70	221	130
3438825	Candidatus Avoscillospira sp. LCP25S3_F1	species	189	227	311	579	38
213483	Pseudobdellovibrionaceae	family	671	374	1054	1738	207
2717341	Rhabdaerophilum sp.	species	76	8	15	3	20
1932666	Haliea sp.	species	340	76	77	157	22
698827	Desulfonatronovibrio magnus	species	17	54	61	15	17
1872588	Aquimonas sp.	species	13	29	53	43	15
1383030	Pseudoxanthomonas gei	species	30	57	54	493	33
3120356	Magnetovibrio sp. PR-2	species	4	10	14	5	5
310514	Hallella multisaccharivorax	species	144	147	418	627	128
185294	Segatella paludivivens	species	164	674	961	440	362
1100704	Limnohabitans sp. 2KL-17	species	21	15	39	51	11
2681415	Pantoea sp. 18069	species	93	110	115	312	61
2937991	Microbacterium sp. Marseille-Q6648	species	1	1	0	3	0
2627917	unclassified Dorea	no rank	130	73	105	171	11
1987501	Massiliimalia timonensis	species	89	54	71	141	12
1522	[Clostridium] innocuum	species	230	155	370	405	27
82979	Budvicia aquatica	species	31	31	29	436	40
2929842	Rhodocyclus gracilis	species	33	136	140	38	34
74030	Roseovarius	genus	21	12	27	40	15
1769726	Niveibacterium	genus	199	1116	797	204	245
2622382	unclassified Hydrogenobaculum	no rank	2	0	1	6	1
2605785	Eubacterium sp. BL-380-WT-2B	species	3	3	1	4	0
1588	Lentilactobacillus hilgardii	species	35	8	189	10	0
264634	Acholeplasma equifetale	species	7	24	29	34	17
2981636	Huintestinicola	genus	108	155	406	3162	14
1783270	FCB group	clade	993	2858	3650	3274	3896
2041044	Eubacterium maltosivorans	species	56	16	33	42	5
2304569	Emergencia sp. 1XD21-10	species	1	0	9	5	0
1677857	Acetivibrio saccincola	species	39	28	38	50	9
436516	Lysinibacillus parviboronicapiens	species	2	1	2	0	1
310767	Zoogloea oryzae	species	54	176	160	44	44
1627895	Hypnocyclicus thermotrophus	species	273	179	630	643	30
1946553	Flavobacterium sp. UBA6135	species	7	10	4	59	577
386300	Flavobacterium glaciei	species	7	6	5	34	21
56811	Psychrobacter sp.	species	160	37	88	604	893
683042	Leucobacter denitrificans	species	15	1	5	20	0
1855300	Polaromonas sp. OV174	species	37	44	85	194	34
114652	Streptococcus orisratti	species	312	3	2520	6	10
28201	Bdellovibrio sp.	species	208	110	245	302	35
2094193	Limnohabitans sp. TS-CS-82	species	23	20	44	10	24
84521	Dolosicoccus paucivorans	species	418	24	196	27	1
2906078	Flavobacterium oreochromis	species	110	134	208	153	428
1108595	Chromobacterium vaccinii	species	11	8	14	22	3
248451	Psychrobacter vallis	species	24	6	5	18	42
164393	Latilactobacillus fuchuensis	species	16	28	11	65	4
3070656	Paludihabitans sp. MB14-C6	species	36	43	70	99	17
3036773	Roseicyclus salinarum	species	12	3	4	0	11
421531	Chryseobacterium luteum	species	65	52	30	9	30
2292231	Coprococcus sp. AF21-14LB	species	38	10	18	42	2
979970	Acetobacteroides hydrogenigenes	species	337	3354	7360	80	339
2929494	Faecalibacterium sp. I4-1-79	species	82	24	108	435	3
120793	Mycobacterium avium complex (MAC)	species group	13	12	5	4	3
289201	Pontibacillus	genus	3	3	2	6	0
670289	Adhaeribacter aerolatus	species	110	99	78	11	20
2561898	Candidatus Campylobacter infans	species	11	312	182	7	1
160404	Anaerotignum lactatifermentans	species	79	47	83	238	8
28449	Neisseria subflava	species	198	27	56	71	3
1100891	Paenalcaligenes	genus	653	203	1354	236	41
3121274	Thiofaba sp. EF100	species	48	7609	688	88	243
1871019	Enorma phocaeensis	species	19	5	13	12	0
1120994	Anaerosphaera aminiphila	species	13	3	10	34	1
2719234	Lacrimispora sp.	species	742	677	1376	447	62
111831	Defluviicoccus vanus	species	203	339	452	45	712
186814	Thermoanaerobacteraceae	family	43	62	76	48	17
2715735	Candidatus Chazhemtobacterium aquaticus	species	114	316	164	67	229
455078	Rhodocytophaga aerolata	species	5	25	19	21	16
1036778	Bosea lathyri	species	7	6	11	11	5
293256	Alkalidesulfovibrio alkalitolerans	species	33	47	50	62	18
1085	Rhodospirillum rubrum	species	9	8	21	16	10
2827482	Caenibius	genus	482	235	173	521	1317
2067452	Tabrizicola sp. TH137	species	60	6	25	22	21
2267246	Edaphovirga cremea	species	347	202	190	59	55
3242472	Pelosinus sp. sgz500959	species	150	607	465	2099	236
1273103	Megasphaera sp. NM10	species	3	2	4	2	5
46610	Geobacter sp.	species	24	87	105	22	25
335928	Xanthobacteraceae	family	828	239	517	299	361
67575	Rheinheimera	genus	338	1641	1937	4146	2794
394935	Chromobacterium haemolyticum	species	30	55	62	64	21
1926285	Oceanobacillus timonensis	species	2	1	1	1	0
1765024	uncultured Paraglaciecola sp.	species	55	99	97	64	410
2036754	Chelatococcaceae	family	107	21	44	22	68
106588	Pseudoflavonifractor capillosus	species	140	87	158	228	14
1841863	Gordonibacter massiliensis (ex Traore et al. 2017)	species	20	8	22	8	5
113	Gemmata	genus	52	83	94	29	26
1076	Rhodopseudomonas palustris	species	63	76	74	21	49
680378	Natranaerovirga hydrolytica	species	12	11	15	27	9
2648384	unclassified Fusobacterium	no rank	114	118	92	104	24
913109	Arcobacter ellisii	species	10	112	21	25	18
52	Chondromyces crocatus	species	9	18	26	9	4
2905136	Fundidesulfovibrio	genus	278	1421	1373	443	505
489	Neisseria polysaccharea	species	13	6	13	4	3
453144	uncultured Luteimonas sp.	species	290	503	629	80	212
1834163	Flavihumibacter stibioxidans	species	17	16	20	14	34
3029569	Pelosinus sp. IPA-1	species	25	128	115	79	38
2593021	Tabrizicola flagellatus	species	117	11	16	47	17
3065647	Thalassotalea psychrophila	species	25	8	30	27	4
376	Bradyrhizobium sp.	species	152	225	259	132	155
76112	Thauera linaloolentis	species	28	43	100	27	36
1946391	Comamonas sp. UBA7528	species	15	16	11	53	66
2829812	Proteiniphilum propionicum	species	15	31	36	13	20
1920692	Enorma sp.	species	33	4	26	79	5
2710758	Phototrophicus methaneseepsis	species	16	18	24	22	20
1384509	Streptobacillus felis	species	141	28	30	73	5
1463158	Thermomonas carbonis	species	188	312	300	345	103
2745200	Myxococcus sp. AM011	species	102	32	10	2	3
473531	Nitrosococcus watsonii	species	2	2	2	0	7
1608994	Pseudomonas weihenstephanensis	species	175	4	7	9	2247
238	Elizabethkingia meningoseptica	species	225	135	169	88	261
39778	Veillonella dispar	species	8	21	21	2	2
159268	uncultured Veillonella sp.	species	283	226	412	308	63
2741071	Pendulispora albinea	species	7	13	17	9	15
2627954	unclassified Rhodoferax	no rank	173	375	459	2195	258
109328	Leptotrichia trevisanii	species	507	237	353	212	5
2981643	Porcipelethomonas	genus	121	66	157	501	14
231049	Furfurilactobacillus rossiae	species	1	5	5	1	0
64001	Nevskia	genus	13	11	10	30	8
1721091	Chryseobacterium sp. IHB B 17019	species	77	18	11	4	59
1979269	Rhodovarius crocodyli	species	15	26	28	20	24
2821357	Cupriavidus consociatus	species	7	3	1	14	2
2942483	Clostridium sp. SHJSY1	species	36	12	19	37	1
2292004	Butyricicoccus sp. AM05-1	species	52	49	67	87	4
3122973	Bacillus sp. JJ722	species	9	7	2	6	0
2052170	Methanoregula sp.	species	56	240	311	67	76
1336795	Formosa sp. Hel3_A1_48	species	2	0	1	1	10
712411	Olsenella sp. oral taxon 807	species	65	14	65	48	9
582607	Roseateles asaccharophilus	species	23	31	39	46	18
595434	Rhodopirellula islandica	species	2	2	4	1	1
3063995	Hymenobacter mellowenesis	species	96	15	15	8	10
341694	Peptostreptococcus stomatis	species	44	9	27	61	1
107401	Tenacibaculum maritimum	species	49	20	44	41	76
425006	Cohnella yongneupensis	species	2	9	12	1	2
2975354	Pigmentiphaga sp. GD03639	species	11	15	17	28	10
627131	Paralcaligenes ureilyticus	species	13	7	17	7	17
126	Planctomycetaceae	family	327	403	552	238	449
431057	Methylacidiphilum kamchatkense	species	1	0	1	0	0
33981	Kineococcus	genus	11	2	32	23	6
3029272	Amygdalobacter indicium	species	258	30	145	128	2
1002546	uncultured Cohaesibacter sp.	species	24	18	22	14	9
101689	Phycicoccus elongatus	species	49	20	20	37	49
2714936	Lysobacter sp. HDW10	species	114	239	164	155	68
2071609	Alteromonas oceani	species	41	11	14	112	66
165779	Anaerococcus	genus	319	110	245	325	14
613	Serratia	genus	217	295	586	1195	8931
2804674	unclassified Cypionkella	no rank	5	2	3	16	20
411486	Clostridium sp. M62/1	species	41	24	47	99	1
2364790	Dysgonomonas sp. Marseille-P4677	species	25	76	82	224	24
2132	Spiroplasma	genus	30	31	25	48	5
2479858	Amniculibacterium aquaticum	species	165	210	174	139	492
2010828	Aquipluma nitroreducens	species	272	3985	995	584	510
1871018	Angelakisella massiliensis	species	207	150	223	266	14
165188	uncultured Megasphaera sp.	species	174	139	338	373	66
2608887	unclassified Streptococcus	no rank	465	8	1379	55	14
1965570	Anaeromassilibacillus sp. An172	species	76	39	59	84	4
206096	uncultured Dysgonomonas sp.	species	186	351	221	106	131
1386088	Intrasporangium chromatireducens	species	6	5	3	9	1
2970926	Protaetiibacter mangrovi	species	27	8	9	3	1
3157098	Asanoa sp. NPDC050611	species	10	3	8	17	2
2763658	Ligaoa zhengdingensis	species	146	74	113	134	20
1889777	Maribacter sp. 4G9	species	1	0	1	6	13
2019431	Thauera propionica	species	105	186	354	179	137
1509405	Pseudorhizobium pelagicum	species	174	286	275	365	40
371601	Bacteroides xylanisolvens	species	154	256	477	392	49
1775705	Frigidibacter	genus	9	12	9	33	6
146937	Azospira	genus	146	504	2040	332	154
2728845	Chryseobacterium cheonjiense	species	1	0	0	4	3
173365	Methylobacter tundripaludum	species	25	71	67	31	34
1981031	uncultured Mailhella sp.	species	89	105	179	127	50
163665	Dysgonomonas mossii	species	115	197	145	132	77
747	Pasteurella multocida	species	407	56	145	185	429
2639701	unclassified Agromyces	no rank	7	6	15	25	2
