taxonomy_id	name	rank	AUS.18a_ERR1713333_db8	AUS.18_ERR1713332_db8	BRA.53_ERR1713336_db8	BWA.19_ERR1713338_db8	CAN.22a_ERR1713340_db8	CAN.22_ERR1713339_db8	CAN.22b_ERR1713341_db8	CHE.67_ERR1713343_db8	DEU.27_ERR1713348_db8	FIN.25_ERR1713356_db8	ECU.14a_ERR1713353_db8	ESP.75_ERR1713354_db8	IRN.12_ERR1713364_db8	HRV.68_ERR1713360_db8	ISR.29_ERR1713366_db8	ISL.28_ERR1713365_db8	HUN.61_ERR1713361_db8	LVA.31_ERR1713373_db8	MKD.62_ERR1713375_db8	MLT.63_ERR1713376_db8	NLD.43_ERR1713379_db8	MYS.54_ERR1713377_db8	SGP.52_ERR1713387_db8	POL.36_ERR1713383_db8	TCD.1_ERR1713393_db8	USA.74g_ERR1713404_db8	USA.74f_ERR1713403_db8	AUT.70_ERR1713334_db8	CIV.13_ERR1713345_db8	COL.2_ERR1713346_db8	CZE.23_ERR1713347_db8	BGR.66_ERR1713335_db8	ALB.17_ERR1713331_db8	BRA.53a_ERR1713337_db8	CAN.22c_ERR1713342_db8	DNK.71_RL_ERR1713351_db8	DNK.71_RD_ERR1713350_db8	GEO.59_ERR1713357_db8	DNK.71_RA_ERR1713349_db8	IND.11_ERR1713362_db8	CHN.64_ERR1713344_db8	ETH.24_ERR1713355_db8	GHA.4_ERR1713358_db8	IRL.69_ERR1713363_db8	KEN.72_ERR1713369_db8	KAZ.6_ERR1713368_db8	KHM.21_ERR1713370_db8	MDA.65_ERR1713374_db8	NGA.50_ERR1713378_db8	LUX.32_ERR1713372_db8	NOR.34_ERR1713380_db8	ITA.30_ERR1713367_db8	LKA.40_ERR1713371_db8	NPL.33_ERR1713381_db8	SEN.8_ERR1713386_db8	PAK.7_ERR1713384_db8	PER.35_ERR1713385_db8	SVK.9_ERR1713389_db8	SRB.37_ERR1713388_db8	SWE.41_ERR1713391_db8	SWE.41a_ERR1713392_db8	SVN.38_ERR1713390_db8	TUR.46_ERR1713395_db8	USA.74b_ERR1713399_db8	USA.74a_ERR1713398_db8	USA.74c_ERR1713400_db8	USA.74_ERR1713397_db8	USA.74e_ERR1713402_db8	USA.74d_ERR1713401_db8	USA.74i_ERR1713406_db8	ZMB.49_ERR1713410_db8	ZMB.49b_ERR1713411_db8	XK.60_ERR1713408_db8	ZAF.39_ERR1713409_db8	ECU.14_ERR1713352_db8	NZL.56_ERR1713382_db8	TZA.15_ERR1713396_db8	TGO.44_ERR1713394_db8	USA.74h_ERR1713405_db8	VNM.48_ERR1713407_db8
40324	Stenotrophomonas maltophilia	species	1	3	2	1	0	1	3	1	4	2	1	2	2	1	0	2	0	2	4	4	0	1	3	1	0	1	2	1	4	2	2	3	2	2	7	2	7	4	11	3	3	4	1	5	5	2	1	1	1	4	1	2	1	1	2	9	2	3	4	4	2	2	2	1	1	1	3	2	3	2	3	2	4	2	7	7	2	37	10	28
33964	Leuconostoc citreum	species	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	3	0	1	1	0	0	2	0	0	0	0	0	0	0	1	4	0	3	0	0	0	0	2	2	0	1	2	0	2	0	10	0	0	0	0	0	0	0	1	0	3	0
202956	Acinetobacter towneri	species	2	6	132	53	1	1	3	2	5	4	25	2	39	2	1	6	2	6	2	49	1	5	22	3	10	7	4	3	255	1	2	4	4	4	2	5	7	2	3	3	6	34	68	3	73	23	5	12	22	5	3	8	5	1	561	117	50	4	3	8	7	19	1	1	2	32	3	110	1	8	46	24	9	28	4	1	783	130	3	128
477666	Bacteroides graminisolvens	species	2	1	1	3	0	1	1	1	2	2	19	21	3	5	0	0	4	3	10	121	18	1	2	7	1	4	2	1	4	3	4	3	13	9	2	3	3	1	18	33	26	5	6	1	12	15	2	4	4	2	2	87	0	21	9	53	7	10	2	4	2	6	4	3	1	24	6	8	2	35	14	19	2	1	1	2	71	33	312	5
77635	Bifidobacterium subtile	species	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	3	0	13	0	0	0	0	0	4	0	0	0
44008	Enterococcus cecorum	species	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	6	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	5	0	2	19	25	2	0	1	0	0	0	0	1	14	0	0	0
451457	Pseudolactococcus chungangensis	species	13	1	1	0	0	1	34	2	2	70	1	11	0	4	1	14	1	6	4	1	0	1	1	3	1	1	3	1	0	1	3	6	3	1	9	15	60	3	62	1	5	1	0	3	6	66	0	2	0	3	4	4	2	53	1	2	1	3	14	35	16	36	1	24	21	3	17	4	159	2	13	1	7	1	1	3	27	2	24	0
1366	Pseudolactococcus raffinolactis	species	48	3	3	1	10	3	449	26	2	350	3	478	2	19	7	59	2	30	42	3	3	4	3	45	1	5	2	94	3	3	359	153	61	5	379	246	853	5	390	2	4	65	3	76	28	243	2	82	5	75	120	43	4	100	4	2	4	55	210	218	331	372	4	30	367	4	115	3	907	6	5	3	72	3	5	41	10	3	536	3
1674811	Rhodobacterales bacterium Alpha_02	species	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	1	3	5	3	3	1	0	0	0	5	0	0	0	0	3	0
39485	Lachnospira eligens	species	1	1	9	1	0	0	2	2	1	8	2	3	4	1	0	1	0	2	3	5	0	8	1	4	0	4	0	12	4	3	3	2	5	2	4	9	10	0	5	18	3	6	0	5	11	3	2	1	9	8	4	3	3	15	1	7	30	6	9	17	13	9	0	2	3	16	5	7	11	3	6	5	14	2	0	1	18	0	11	0
28090	Acinetobacter lwoffii	species	2	6	3	2	2	1	1	3	2	1	0	1	0	1	1	2	0	2	4	306	0	0	1	3	422	1	1	8	1	2	32	3	26	1	1	4	13	56	6	0	2	19	1	10	3	2	1	154	0	4	3	3	1	2	108	14	12	2	2	107	4	5	4	2	5	3	1	1	3	2	4	1	10	1	16	21	2	3	5	8
1150298	Fusicatenibacter saccharivorans	species	2	0	4	1	0	0	2	2	2	4	2	3	1	1	2	5	0	1	3	0	0	0	0	0	0	2	1	0	1	3	1	1	0	0	0	9	0	1	6	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	2	5	0	7	8	0	6	4	1	0	14	0	4	0	0	2	0	3	0	0	1	2	4	0	11	0
28026	Bifidobacterium pseudocatenulatum	species	1	1	2	9	0	1	3	1	1	5	10	2	3	2	1	1	1	1	5	1	0	6	3	3	0	1	2	4	4	6	2	1	3	5	6	3	12	0	2	28	3	5	1	5	24	3	16	2	10	3	2	2	6	43	10	5	2	3	5	9	3	8	1	1	2	9	6	9	7	5	16	11	3	14	2	0	7	0	13	0
1680	Bifidobacterium adolescentis	species	7	2	15	26	1	2	12	6	11	31	16	10	7	14	9	8	5	11	16	14	0	41	6	44	0	4	11	27	18	70	27	7	50	11	34	41	115	2	56	150	3	111	1	68	57	19	16	12	68	24	8	8	22	365	84	138	23	27	25	80	28	62	2	2	9	35	15	24	64	14	19	8	54	67	4	8	18	1	77	1
1736224	Serratia sp. Leaf51	species	1	1	0	1	0	0	1	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	3	0	2	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	965	1	2	2	1	1	3	0	0	2	5	0	0	1	0	0	1	0	0	0	0	2	31	1	1	0	0	2
1681	Bifidobacterium bifidum	species	1	1	2	3	0	1	2	1	2	1	1	1	2	3	1	1	1	2	5	2	0	10	2	6	0	1	2	4	1	1	2	1	7	1	4	7	20	1	8	10	1	5	0	10	4	5	1	4	4	4	1	3	3	65	5	7	6	4	5	9	3	8	1	1	2	4	1	3	6	5	3	1	8	8	2	2	4	0	23	0
1348	Streptococcus parauberis	species	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0
343874	Empedobacter falsenii	species	8	71	1	0	0	0	4	0	0	4	1	1	115	0	3	2	0	2	1	10	0	0	0	1	1	1	0	1	2	1	2	5	0	1	2	0	1	0	1	1	0	5	1	1	15	48	1	6	1	1	1	5	1	1	2	3	8	0	6	5	3	2	0	0	3	2	3	5	2	3	1	0	1	1	31	2	20	8	2	34
1737424	Blautia massiliensis (ex Durand et al. 2017)	species	5	1	9	1	1	1	4	2	3	5	3	3	3	4	4	2	2	3	6	3	0	12	3	10	0	6	6	9	3	3	5	2	9	1	14	9	21	0	8	7	1	10	0	14	14	3	1	6	9	11	2	1	2	91	7	10	11	5	16	17	4	13	1	2	17	22	7	18	23	5	11	4	27	8	1	2	5	1	12	0
52242	Lactobacillus gallinarum	species	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
1587	Lactobacillus helveticus	species	1	0	0	1	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	4	0	2	4	0	1	0	0	1	2	0	0	0	0	2	1	1	0	0	0	0	1	1	0	2	0	2	0	0	1	0	59	0	2	0	0	0	1	1	0	0
41950	Candidatus Neomicrothrix parvicella	species	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	12	0	0	58	0	0	0	0	0	0	8	0	0	0	0	15	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	24	0	0	1	14	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
1547	Thomasclavelia ramosa	species	2	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	2	1	0	0	1	1	1	0	1	2	2	1	0	0	0	0	0	1	1	2	0	0	1	1	2	0	1	2	0	1	0	3	2	0	0	1	6	2	2	1	1	1	2	1	2	0	0	1	4	1	2	1	1	2	1	1	1	0	0	1	0	3	0
1432052	Eisenbergiella tayi	species	1	0	1	2	0	0	1	0	1	2	2	2	0	0	1	0	0	0	3	1	0	1	0	2	0	0	1	1	0	1	1	0	0	0	1	1	2	0	0	1	0	0	0	1	0	1	0	0	2	1	0	1	0	0	2	0	0	1	1	2	2	3	0	0	1	2	2	2	3	0	1	2	2	1	0	0	1	0	2	0
39490	Eubacterium ramulus	species	1	1	1	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	2	0	0	1	0	1	1	1	1	2	0	1	1	1	1	0	2	1	2	1	1	1	2	1	0	0	2	0	3	1	1	2	4	2	3	0	1	1	2	1	1	2	0	1	0	4	1	0	0	1	0	2	0
239935	Akkermansia muciniphila	species	6	8	15	24	3	5	27	15	24	35	110	21	15	10	21	4	5	23	27	21	1	7	11	36	0	3	5	36	13	113	40	8	20	9	62	42	115	3	44	19	2	32	1	48	37	27	12	28	84	35	13	11	18	8	14	16	31	32	44	136	33	105	3	4	36	43	30	37	38	59	34	16	16	48	3	9	18	4	83	3
1262691	Akkermansia sp. CAG:344	species	1	0	2	0	1	1	4	1	2	0	0	4	0	0	1	0	0	0	0	0	0	1	2	2	0	1	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	2	0	0	0	0	0	2	0	2	0	0	1	0	0	0	4	4	0	1	0	0	0	1	1	1	0	0	0
487174	Barnesiella intestinihominis	species	1	0	0	0	0	0	1	1	2	2	0	2	1	1	0	3	0	3	3	2	0	0	1	3	0	1	0	3	0	0	2	6	2	2	2	15	21	1	14	8	2	0	0	3	1	7	0	3	0	12	8	4	2	1	0	3	1	6	2	5	8	2	0	1	1	2	1	2	2	1	1	1	2	0	0	7	11	1	7	0
1262948	Roseburia sp. CAG:471	species	1	0	2	1	0	0	1	1	0	0	4	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	2	1	1	0	0	2	0	1	3	3	0	2	1	0	5	0	2	3	0	2	2	10	1	1	0	0	17	3	2	6	1	1	2	0	3	0	0	0	1	2	1	2	1	3	2	0	4	1	0	1	0	2	0
74426	Collinsella aerofaciens	species	2	3	3	6	0	1	3	4	2	8	8	3	2	4	2	3	1	4	8	6	0	10	3	8	0	4	5	6	4	12	6	3	12	2	9	10	26	1	14	19	2	22	0	13	8	5	12	4	8	5	2	4	5	52	13	15	7	8	13	17	8	12	2	3	11	18	6	16	21	6	6	5	10	17	2	4	8	1	30	1
1504823	bacterium LF-3	species	6	3	4	5	1	1	5	3	6	10	22	4	3	3	2	2	1	2	6	2	1	8	3	13	0	5	7	16	3	14	7	2	6	1	17	9	18	0	6	4	2	20	1	16	12	1	9	3	23	9	3	2	2	40	12	2	10	6	13	18	6	28	0	1	7	33	8	27	21	5	24	13	8	12	2	3	3	0	17	0
39488	Anaerobutyricum hallii	species	3	0	8	3	0	1	2	1	3	4	3	3	2	4	1	2	3	3	4	2	0	3	1	9	0	3	2	10	1	2	6	2	9	1	9	12	17	0	6	3	1	9	0	14	8	2	1	4	3	10	3	1	3	58	7	6	7	3	18	8	2	15	1	1	7	4	6	4	8	9	9	3	23	10	0	2	2	0	4	0
39491	Agathobacter rectalis	species	13	5	35	8	3	4	14	24	11	39	17	14	30	7	9	15	6	19	35	33	2	48	4	84	1	31	6	72	14	13	26	14	47	8	33	57	103	2	49	74	10	144	2	71	96	18	5	19	91	60	30	13	6	530	24	65	150	28	67	157	67	91	2	8	36	106	25	58	134	21	89	42	146	85	12	14	38	2	76	1
33039	[Ruminococcus] torques	species	3	3	8	5	1	3	8	6	4	5	28	8	4	4	2	7	4	6	5	4	0	17	4	10	1	6	6	12	9	17	6	6	19	5	19	15	36	1	17	12	8	24	0	25	20	6	14	3	26	19	6	3	2	118	20	17	36	7	12	22	11	20	1	1	11	52	6	28	35	4	20	12	33	33	3	5	11	2	46	0
39486	Dorea formicigenerans	species	1	0	3	3	0	0	2	2	2	2	9	1	3	0	1	1	1	1	2	1	0	3	1	4	0	1	1	6	4	8	2	1	6	2	5	4	8	0	3	6	1	13	0	6	8	2	3	4	17	4	1	1	1	40	11	8	10	1	8	9	2	7	0	2	6	9	5	5	7	4	8	1	7	10	1	1	5	0	8	1
384638	[Bacteroides] pectinophilus	species	1	1	4	0	0	0	1	0	2	1	1	1	7	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	5	4	1	2	3	2	1	2	2	0	1	1	0	18	0	0	10	2	1	1	3	1	1	1	0	4	2	11	9	0	2	3	1	3	0	0	1	1	2	1	2	2	5	5	2	1	0	1	4	0	0	0
410072	Coprococcus comes	species	1	1	5	4	1	1	6	3	2	3	7	3	4	2	3	1	1	2	5	2	0	3	2	8	0	3	2	9	5	6	5	2	7	2	7	8	16	1	11	4	2	9	0	9	11	4	1	4	18	11	4	1	1	34	11	6	17	6	14	25	6	16	1	1	7	13	4	9	13	7	18	2	30	9	1	2	9	0	11	0
218538	Dialister invisus	species	10	21	32	30	14	21	153	68	128	154	61	102	50	55	24	10	16	71	159	51	3	16	26	101	1	16	73	175	16	350	106	39	172	10	116	80	267	7	126	22	5	121	2	180	90	78	13	106	67	145	53	32	11	62	37	35	76	124	128	448	184	280	4	42	59	126	98	105	195	88	54	77	70	82	13	37	98	3	431	6
88431	Dorea longicatena	species	4	2	11	3	2	3	6	4	5	7	8	7	4	4	2	4	3	4	7	3	1	10	4	7	0	3	2	11	8	4	5	5	15	3	11	15	32	0	12	9	2	22	0	22	21	4	1	5	22	13	5	5	1	89	31	19	38	5	22	20	9	18	1	2	25	15	7	9	26	5	24	6	32	27	2	4	13	0	15	0
2173	Methanobrevibacter smithii	species	4	4	28	9	1	1	6	5	7	8	36	9	17	5	16	3	1	10	18	3	1	6	2	9	0	1	2	10	5	23	15	4	104	10	17	30	95	2	45	9	2	73	1	5	61	10	7	23	11	9	4	9	4	82	28	4	38	2	34	72	17	80	2	3	54	18	14	14	31	23	70	28	60	71	3	5	9	5	32	1
28118	Odoribacter splanchnicus	species	3	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	3	1	0	2	1	1	0	0	0	2	0	1	1	2	2	2	1	4	6	0	3	7	2	3	0	1	1	4	1	1	1	10	3	3	1	1	1	4	2	2	1	2	4	1	0	1	1	1	1	2	2	0	3	3	2	0	0	4	28	2	5	0
626940	Phascolarctobacterium succinatutens	species	1	3	20	7	1	1	6	1	5	3	7	4	8	2	4	1	1	8	4	13	1	16	6	5	0	2	1	20	10	10	8	8	24	35	2	9	24	2	11	5	3	16	1	35	20	7	22	17	11	25	4	4	1	11	10	45	28	8	12	7	5	29	0	3	21	23	2	10	20	12	52	22	36	23	5	2	37	1	28	2
165179	Segatella copri	species	1	3	9	11	1	2	7	3	6	7	34	12	17	4	7	8	3	23	16	5	1	15	3	30	0	7	1	41	13	31	10	30	74	34	12	89	148	3	99	225	82	36	3	29	57	35	9	31	50	113	39	19	15	143	37	196	324	26	16	24	32	28	2	6	21	20	19	9	61	13	63	33	230	13	3	7	748	2	123	1
128780	Stenotrophomonas acidaminiphila	species	2	4	2	1	0	1	2	2	2	3	0	2	1	1	0	1	0	2	0	2	0	2	2	2	0	1	3	1	3	0	1	3	0	1	1	1	2	0	1	4	2	3	0	2	3	2	2	1	3	3	2	2	2	2	1	2	1	2	1	4	2	3	0	0	1	2	7	7	3	1	1	1	1	2	2	1	2	6	3	70
56810	Psychrobacter glacincola	species	2	4	1	3	1	2	5	2	1	3	1	2	1	3	2	1	1	1	1	7	1	1	1	3	0	1	1	2	11	0	5	5	12	1	7	2	2	1	2	2	2	3	1	3	1	16	9	1	2	2	3	2	2	1	4	2	3	2	1	6	4	4	74	2	3	1	5	1	1	6	1	1	7	5	10	2234	3	3	3	92
1504822	bacterium OL-1	species	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	2	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	33	0	0	0
47770	Lactobacillus crispatus	species	1	0	2	2	0	0	1	0	0	1	3	1	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	1	1	0	2	0	0	1	1	0	1	1	0	2	0	0	3	1	1	1	1	1	0	0	1	7	2	3	7	0	1	1	1	3	0	0	0	1	5	0	2	1	3	1	1	1	0	0	2	0	1	0
1598	Limosilactobacillus reuteri	species	1	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	11	0	1	3	0	0	1	0	1	0	0	2	2	1	1	2	2	2	0	0	1	0	0	1	0	2	0
35833	Bilophila wadsworthia	species	1	1	2	2	0	0	3	2	1	2	0	3	1	1	1	1	1	2	3	8	0	3	2	3	0	0	2	10	3	3	4	2	1	1	1	6	7	0	4	9	1	1	0	5	1	2	5	1	2	6	3	1	1	1	3	11	5	8	2	3	1	5	0	2	2	5	2	1	3	3	7	4	10	2	0	1	8	0	13	1
52226	Mitsuokella multacida	species	1	1	2	5	0	0	1	1	3	3	3	2	2	1	0	1	0	1	1	2	0	12	2	3	1	3	1	5	5	1	3	2	1	1	1	7	7	0	4	55	1	36	1	4	13	2	6	10	7	4	1	1	2	3	8	24	2	2	1	2	0	3	0	2	1	2	1	2	2	1	29	3	2	6	2	0	611	0	3	3
81409	Eubacterium aggregans	species	1	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	14	3	0	0	1	0	1	0	2	0	0	0	2	2	1	5	6	0	0	0	1	0	0	1	0	1	0
1550024	Ruthenibacterium lactatiformans	species	1	1	2	3	0	0	1	1	2	3	1	2	1	2	0	2	1	1	4	6	0	2	1	3	0	2	3	3	3	1	2	2	3	3	4	2	15	0	4	5	1	5	0	6	4	2	2	1	2	3	2	2	2	3	1	4	1	6	4	8	3	6	0	1	4	5	3	3	6	3	5	2	3	3	0	1	2	0	10	0
82803	Trichococcus flocculiformis	species	4	10	4	2	30	101	317	72	101	270	5	94	6	198	17	123	20	150	168	4	5	5	3	271	2	9	4	144	9	11	216	37	257	4	936	407	899	19	674	6	16	153	4	170	38	267	5	225	4	235	48	58	54	1635	7	78	6	190	384	517	124	1033	22	58	89	25	27	24	112	120	6	3	929	10	11	408	4	6	380	3
1673609	Acinetobacter albensis	species	1	3	1	1	1	0	1	1	1	2	0	0	1	39	1	2	0	1	1	1	0	1	1	2	1	0	0	8	2	1	14	5	54	1	3	3	13	35	16	1	1	2	1	97	1	7	1	6	1	17	13	1	1	10	8	1	5	3	1	74	8	123	59	0	3	0	1	1	2	1	0	1	7	1	529	137	1	1	1	3
40520	Blautia obeum	species	4	0	4	2	0	0	4	2	4	4	3	3	2	1	2	2	1	2	3	2	0	8	2	5	0	6	5	5	5	16	4	1	6	1	7	6	11	0	5	11	1	26	0	10	12	2	6	4	11	7	2	2	1	82	11	7	7	4	9	12	5	12	0	1	8	19	7	12	17	5	15	10	14	20	0	1	9	1	17	0
343013	Paenacidovorax caeni	species	2	7	17	1	1	0	3	1	1	4	3	1	6	1	0	1	0	7	1	1	0	21	14	2	0	0	1	1	29	1	4	6	3	14	2	1	3	1	4	17	10	4	9	1	36	6	1	2	4	2	1	5	7	0	2	16	2	2	3	4	3	2	0	1	4	2	3	2	2	5	11	11	1	1	3	1	84	3	2	26
358220	Acidovorax sp. KKS102	species	3	29	28	1	2	3	13	6	14	28	2	10	11	8	0	12	1	12	11	3	0	60	54	4	0	2	2	12	9	1	11	26	10	6	54	17	26	2	14	7	21	22	3	8	37	19	2	12	4	29	23	19	5	6	2	12	4	9	20	30	36	10	3	6	9	10	31	4	23	21	6	13	10	4	14	20	12	1	31	8
512030	Acidovorax sp. NO-1	species	2	1	6	1	0	0	3	2	4	3	0	3	2	6	0	2	1	5	5	2	0	1	1	4	0	0	0	6	3	0	4	4	6	0	3	4	9	2	4	0	2	5	4	6	5	11	0	6	0	6	2	4	0	2	0	3	2	3	11	4	3	3	4	0	2	0	2	1	3	1	3	1	10	3	3	4	3	1	8	0
1813946	Acidovorax sp. GW101-3H11	species	1	2	7	0	0	0	3	4	2	5	0	5	5	19	0	43	0	1	7	2	0	2	4	1	0	1	0	4	1	0	4	10	10	1	11	4	9	25	4	2	3	5	3	15	5	6	1	5	0	20	8	41	0	0	0	1	3	9	10	11	8	3	3	2	9	2	3	1	5	3	5	8	6	2	5	8	4	2	7	3
1744	Propionibacterium freudenreichii	species	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
163665	Dysgonomonas mossii	species	2	4	2	0	0	1	2	0	1	7	1	2	2	0	0	2	0	2	1	6	1	0	2	1	0	1	1	2	2	0	1	2	1	1	2	2	1	0	2	1	1	1	2	0	3	3	0	1	1	1	1	2	2	0	2	3	4	3	1	7	2	2	1	1	1	5	4	4	3	3	1	1	1	2	2	1	12	1	10	1
237258	Cloacibacterium normanense	species	5	57	52	3	0	2	39	3	4	12	19	11	212	9	0	47	2	14	15	52	2	33	43	5	2	7	3	8	87	3	45	23	3	38	5	11	16	3	8	57	33	9	2	3	86	265	2	24	2	7	3	72	6	3	2	51	19	5	31	24	10	7	2	2	2	30	15	30	5	13	34	25	5	14	40	10	185	7	33	86
853	Faecalibacterium prausnitzii	species	28	9	77	13	8	14	151	45	50	135	11	84	152	23	54	19	18	93	246	76	5	73	25	150	1	27	27	725	14	11	140	40	77	18	92	174	316	5	106	99	47	174	4	172	90	71	4	81	26	304	79	44	16	59	16	59	112	63	218	395	182	575	4	17	181	212	78	116	224	106	108	28	453	112	13	20	228	8	275	5
28198	Aliarcobacter cryaerophilus	species	6	29	29	18	4	3	21	24	18	37	157	152	266	72	7	21	48	45	200	761	40	23	8	52	2	258	19	45	40	92	86	190	97	164	73	159	298	4	192	166	182	84	29	33	103	716	6	185	37	119	40	569	13	398	107	261	399	105	71	124	56	93	7	13	6	410	95	93	104	135	232	340	97	31	18	11	389	30	1395	5
35841	Caldibacillus thermoamylovorans	species	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	Desulfovibrio piger	species	1	0	0	3	0	0	2	1	0	1	0	1	1	0	0	1	0	1	1	6	0	1	0	2	0	0	1	3	1	1	2	2	0	1	1	4	4	1	2	2	1	1	0	1	0	2	2	1	0	1	1	0	0	0	1	6	11	1	2	1	1	2	0	1	1	2	1	1	1	1	2	1	3	1	0	0	9	2	6	1
