taxonomy_id	name	rank	AUS.18a_ERR1713333_db8	AUS.18_ERR1713332_db8	BRA.53_ERR1713336_db8	BWA.19_ERR1713338_db8	CAN.22a_ERR1713340_db8	CAN.22_ERR1713339_db8	CAN.22b_ERR1713341_db8	CHE.67_ERR1713343_db8	DEU.27_ERR1713348_db8	FIN.25_ERR1713356_db8	ECU.14a_ERR1713353_db8	ESP.75_ERR1713354_db8	IRN.12_ERR1713364_db8	HRV.68_ERR1713360_db8	ISR.29_ERR1713366_db8	ISL.28_ERR1713365_db8	HUN.61_ERR1713361_db8	LVA.31_ERR1713373_db8	MKD.62_ERR1713375_db8	MLT.63_ERR1713376_db8	NLD.43_ERR1713379_db8	MYS.54_ERR1713377_db8	SGP.52_ERR1713387_db8	POL.36_ERR1713383_db8	TCD.1_ERR1713393_db8	USA.74g_ERR1713404_db8	USA.74f_ERR1713403_db8	AUT.70_ERR1713334_db8	CIV.13_ERR1713345_db8	COL.2_ERR1713346_db8	CZE.23_ERR1713347_db8	BGR.66_ERR1713335_db8	ALB.17_ERR1713331_db8	BRA.53a_ERR1713337_db8	CAN.22c_ERR1713342_db8	DNK.71_RL_ERR1713351_db8	DNK.71_RD_ERR1713350_db8	GEO.59_ERR1713357_db8	DNK.71_RA_ERR1713349_db8	IND.11_ERR1713362_db8	CHN.64_ERR1713344_db8	ETH.24_ERR1713355_db8	GHA.4_ERR1713358_db8	IRL.69_ERR1713363_db8	KEN.72_ERR1713369_db8	KAZ.6_ERR1713368_db8	KHM.21_ERR1713370_db8	MDA.65_ERR1713374_db8	NGA.50_ERR1713378_db8	LUX.32_ERR1713372_db8	NOR.34_ERR1713380_db8	ITA.30_ERR1713367_db8	LKA.40_ERR1713371_db8	NPL.33_ERR1713381_db8	SEN.8_ERR1713386_db8	PAK.7_ERR1713384_db8	PER.35_ERR1713385_db8	SVK.9_ERR1713389_db8	SRB.37_ERR1713388_db8	SWE.41_ERR1713391_db8	SWE.41a_ERR1713392_db8	SVN.38_ERR1713390_db8	TUR.46_ERR1713395_db8	USA.74b_ERR1713399_db8	USA.74a_ERR1713398_db8	USA.74c_ERR1713400_db8	USA.74_ERR1713397_db8	USA.74e_ERR1713402_db8	USA.74d_ERR1713401_db8	USA.74i_ERR1713406_db8	ZMB.49_ERR1713410_db8	ZMB.49b_ERR1713411_db8	XK.60_ERR1713408_db8	ZAF.39_ERR1713409_db8	ECU.14_ERR1713352_db8	NZL.56_ERR1713382_db8	TZA.15_ERR1713396_db8	TGO.44_ERR1713394_db8	USA.74h_ERR1713405_db8	VNM.48_ERR1713407_db8
1660138	Rubrivivax sp. SCN 71-131	species	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1689272	Vitreoscilla massiliensis	species	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	1	0
1776382	Neglectibacter timonensis	species	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
1895782	Microbacterium sp. 67-17	species	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	1	0	0	1	0	4	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5
1987385	Enterococcus sp. 6C8_DIV0013	species	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	6	0	0	1	2	1	0	0	1	23	30	1	4	1	1	1	0	2	2	0	0	2	0	1	2	7	1	0	0	0	0	0	1	1	0	0
349095	Megasphaera paucivorans	species	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	2	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	2	0	2	1	1	0	0	1	3	5	1	1	0	0	0	0	0	0	0	2	0	2	1
94132	Ramlibacter tataouinensis	species	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	5	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
40519	Ruminococcus callidus	species	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	1	1	0	1	0	3	1	0	0	1	1	2	0	0	0	3	0	1	4	0	1	2	2	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	3	0	1	0
673548	Comamonas terrae	species	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	2	1	0	3	1	1	2	2	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	4	0	2	0	0	0	1	0	1	1	2	0	1	2
116085	Coprococcus catus	species	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	2	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	2	0	1	1	5	0	3	1	0	2	0	1	2	0	0	1	1	2	1	0	0	7	2	2	2	1	3	3	2	1	0	0	2	2	1	1	1	2	2	2	3	4	0	1	1	0	1	0
1262807	Clostridium sp. CAG:440	species	0	0	2	1	0	0	2	5	3	6	0	0	2	2	2	0	0	4	5	6	0	2	0	7	0	0	0	11	2	2	3	1	2	1	10	7	17	0	9	0	0	3	0	3	2	2	0	4	2	12	3	2	0	4	1	2	2	5	7	22	6	15	0	2	2	0	4	1	5	3	1	2	2	3	0	3	0	1	2	0
1262855	Coprobacillus sp. CAG:605	species	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	1	1	2	0	1	3	0	2	0	0	1	2	0	0	0	0	0	0	0	2	0	3	2	0	2	2	1	2	0	0	0	0	0	0	1	0	1	1	4	0	0	0	1	0	0	0
1262907	Mycoplasma sp. CAG:877	species	0	0	1	1	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	2	0	2	0	1	2	3	0	1	3	0	3	0	2	4	2	0	3	3	2	0	0	1	11	3	8	6	0	2	1	2	1	0	0	0	0	1	0	1	0	2	2	0	2	1	0	4	2	1	0
1262770	Clostridium sp. CAG:1024	species	0	0	2	7	0	0	1	2	1	1	2	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	2	1	3	5	2	2	5	0	2	0	0	11	0	1	8	1	1	2	2	3	0	0	0	6	4	2	11	0	2	3	3	4	0	0	0	0	0	1	1	1	23	6	2	28	1	0	9	0	1	0
1262817	Clostridium sp. CAG:524	species	0	0	1	0	0	0	2	1	1	2	2	0	2	2	1	0	0	4	2	1	0	0	0	4	0	1	0	5	2	1	2	1	4	1	1	9	24	0	10	3	0	6	0	2	4	3	0	5	1	2	2	2	1	3	2	3	19	3	3	19	4	8	0	0	1	1	1	1	2	3	1	1	6	1	0	0	6	4	1	0
1871022	Parolsenella massiliensis	species	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	1	0	3	1	0	1	2	0	1	1	0	11	0	1	1	1	0	2	6	1	0	0	0	20	3	7	1	0	1	1	1	1	0	0	3	0	1	0	0	1	1	0	3	4	0	0	0	0	2	0
1262888	Eubacterium sp. CAG:274	species	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	3	3	0	2	0	2	0	0	0	0	0	0	1	2	0	0	2	3	3	0	3	0	1	1	0	1	1	0	0	0	0	4	1	0	0	1	0	0	1	0	3	1	1	5	0	0	2	1	1	1	2	1	2	0	13	3	0	0	1	0	3	0
1262839	Clostridium sp. CAG:780	species	0	0	1	4	0	0	1	1	1	2	1	1	1	1	2	0	1	2	1	1	1	2	2	3	0	1	0	2	4	1	4	1	5	6	2	4	10	0	5	2	1	6	1	3	5	3	1	3	4	2	1	1	1	7	3	6	10	2	3	12	3	5	1	0	4	2	1	2	2	3	3	2	5	12	2	1	6	1	2	0
1262942	Roseburia sp. CAG:182	species	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	1	4	0	1	1	0	2	0	1	2	0	0	0	3	1	0	0	0	13	1	2	1	0	0	2	2	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	4	0	2	0
1262975	Sutterella sp. CAG:351	species	0	0	2	0	0	0	1	0	0	1	0	0	4	1	0	0	0	2	5	1	0	4	2	0	0	0	0	1	1	0	1	2	1	2	2	1	3	0	1	17	3	1	0	1	2	2	0	3	1	2	0	1	2	0	1	4	0	1	5	2	1	1	0	0	0	2	0	1	2	0	3	1	2	0	0	1	2	0	1	0
67826	Citrobacter sedlakii	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	Citrobacter koseri	species	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	Stutzerimonas stutzeri	species	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	65	0	1	1	0	0	0	0	0	4	0	0	0	2	1	0	0	1	0	1	1	0	4	1	0	0	0	0	1	2	2	0	0	0	1	10	1	8	0	0	0	0	0	5	0	0	0	0	0	0	0	2	2	1	1	2	0	2	1	1	5
84112	Eggerthella lenta	species	0	0	0	1	0	0	1	0	1	1	1	2	1	1	0	1	1	0	1	1	0	2	1	1	0	1	2	1	1	3	0	1	1	0	2	1	3	0	2	3	1	1	1	1	2	0	5	0	1	0	1	0	0	3	2	0	1	1	2	1	1	2	0	0	1	2	2	3	2	1	2	1	1	3	0	0	1	0	3	0
1270	Micrococcus luteus	species	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	0	2	0	1	4	1	1	1	1	0	1	1	0	0	0	3	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	2	0	3	3	0	0	1	0	2	0
511	Alcaligenes faecalis	species	0	0	0	5	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	1	4	1	1	0	3	1	1	2	2	0	1	0	1	1	0	4	0	0	4	1	0	1	0	1	0	0	3	3	1	1	0	1	1	1	2	1	0	1	1	0	1	1	1	1	0	1	0	0	0	16	2	3
84030	Lacrimispora saccharolytica	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
90245	Oligella urethralis	species	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
1136941	Gordonia phthalatica	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
57732	Enterococcus asini	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280871	Mycolicibacterium llatzerense	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0
314722	Pseudoxanthomonas suwonensis	species	0	0	0	1	0	0	0	0	3	3	0	0	0	2	0	0	0	2	2	1	0	0	2	0	0	0	0	1	3	0	3	3	1	1	3	3	3	0	4	1	1	3	0	1	2	2	2	1	2	4	0	5	0	1	2	3	2	2	1	2	2	4	0	0	0	0	4	0	0	4	0	1	0	1	0	1	1	1	3	2
1766	Mycolicibacterium fortuitum	species	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
257708	Roseomonas gilardii	species	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
1267	Sarcina ventriculi	species	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	2	0	0	4	2	1	0	6	0	0	0	0	25	4	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
218936	Aeromonas simiae	species	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0
69	Lysobacter enzymogenes	species	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	1	0	2	0	0	0	1	0	2	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	2	1	0	1	2
39441	Methanobrevibacter arboriphilus	species	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
1545044	Paracoccus sanguinis	species	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	1	0	2	0	0	1	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0
1679444	Akkermansia glycaniphila	species	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
856	Fusobacterium varium	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1827387	Candidatus Raskinella chloraquaticus	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852378	Caecibacter massiliensis	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349221	Micavibrio aeruginosavorus	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
87541	Aerococcus christensenii	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
661979	Brachybacterium squillarum	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
29503	Desulfomicrobium escambiense	species	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	2	0	0	0	0	4	0	0	0	0	0	1	3	0	15	0	0	0	1	1	0	0	0	1	0	0	1	4	0	0	0	0	0	1	0	0	0	2	0	1	0	1	1	3	0	0	0	0	2	36	1	0
81406	Solidesulfovibrio alcoholivorans	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	8	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1
90244	Oligella ureolytica	species	0	0	0	11	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	2	5	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	1	0	19	0	0	0	1	0	17	1	10	0	0	0	0	1	0	0	0	0	0	1	0	0	6	3	0	7	0	0	3	1	1	0
261934	Pleomorphomonas oryzae	species	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0
445220	Reyranella massiliensis	species	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	2	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	2	0
1262705	Azospirillum sp. CAG:239	species	0	0	0	2	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	2	0	0	0	2	0	0	0	2	0	0	2	1	1	0	1	4	7	0	3	0	0	0	0	2	0	0	0	1	0	5	2	1	1	0	0	0	2	3	1	1	2	1	0	0	1	1	0	0	2	2	2	1	1	0	1	1	2	0	3	0
1262993	Firmicutes bacterium CAG:791	species	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1547516	Luteimonas sp. FCS-9	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0
1604334	Solilutibacter tolerans	species	0	0	0	3	0	0	0	0	1	1	2	0	2	0	0	0	0	1	0	1	0	1	3	0	0	0	0	1	4	0	2	1	2	1	0	0	0	0	0	2	1	1	0	1	1	1	10	0	6	2	0	1	1	2	1	4	5	2	1	1	0	1	0	0	0	1	0	1	0	1	3	4	0	2	1	0	1	0	1	6
1617433	Candidatus Hinthialibacteria bacterium OLB16	species	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674810	Rhodobacterales bacterium Alpha_01	species	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	5	1	1	1	1	0	0	0	0	0	0	0	1
1674892	Anaerolineales bacterium Chloro_03	species	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1762962	Mycobacterium sp. M26	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1793	Mycolicibacterium fallax	species	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	4	0	0	0	0	0	3	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895720	Bacteroidia bacterium 43-41	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
1895817	Rhizobiales bacterium 68-8	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895829	Candidatus Saccharibacteria bacterium 49-20	species	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	3	0	3	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	0	1
1895927	Chloroflexi bacterium 44-23	species	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896972	Azospirillum sp. 51_20	species	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	2	2	0	1	1	0	0	0	1	0	2	0	1	0	4	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	2	0	0	1	2	0	1	0
1944646	Phoenicibacter congonensis	species	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209880	Allisonella histaminiformans	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	2	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	7	3	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	1	0
36805	Microbacterium aurum	species	0	0	0	2	0	0	1	1	3	0	1	0	1	1	0	0	2	2	1	0	0	0	0	3	0	0	0	2	3	0	2	0	1	1	2	2	4	0	2	2	1	2	0	1	1	1	1	3	1	1	0	1	0	1	0	1	0	2	2	2	1	2	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	2	1
444597	Mycolicibacterium insubricum	species	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457415	Synergistes sp. 3_1_syn1	species	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0
